MAT.1.1	ಇದ್ ಯೇಸು 
MAT.4.12	ಯೋಹಾನನ ಜೈಲ್‍ಲ್ ಇಟ್ಟಿತುಂಡ್‍ೕಂದ್ ಕ್‍ೕಟ ಪಿಂಞ ಯೇಸು ಗಲಿಲಾಯಕ್ ಪುನಃ ಪೋಚಿ. 
MAT.4.13	ಆಚೇಂಗಿ ಯೇಸು ನಜರೇತ್‍ಲ್ ವಾಸ ಮಾಡ್‌ವಕ್ ಬದ್‍ಲ್ ಕಪೆರ್ನೌಮ್‍ಕ್ ಪೋಚಿ. ಆ ಪೇಟೆ, ಗಲಿಲಾಯ ಕೆರೆಕ್ ಪಕ್ಕತ್‍ಲ್ ಜೆಬುಲೋನ್ ಪಿಂಞ ನೆಫ್ತಲೀಮ್ ಪ್ರಾಂತ್ಯತ್‍ಲ್ ಇಂಜತ್.
MAT.4.14	ಕಡಕರೆ ಪಕ್ಕತ್‍ಲ್ ಉಳ್ಳಯಿಂಗಳಾನ,
MAT.4.14	ಯೆಹೂದ್ಯಂಗಲ್ಲತ ಬೋರೆ ಜನ ವಾಸ ಮಾಡ್‌ವ ಯೊರ್ದನ್ ಪೊಳೆರ ಆ ಬರಿಲುಳ್ಳ
MAT.4.15	ಜೆಬುಲೋನ್ ಪಿಂಞ ನೆಫ್ತಲೀಮ್ ನಾಡಾನ ಗಲಿಲಾಯ ಪ್ರಾಂತ್ಯತ್‍ಲ್ ಉಳ್ಳ,
MAT.4.16	ಇರ್‌ಟ್‌ಲ್ ಉಳ್ಳ ಜನಯೆಲ್ಲ ಬಲ್ಯ ಬೊಳಿನ ಕಂಡತ್;
MAT.4.16	ಚಾವ್‍ರ ದಿಕ್ಕ್‌ಲ್ ಉಳ್ಳಯಿಂಗಕ್ ಬೊಳಿ ಉದ್‍ಚಿತ್‍ೕಂದ್,
MAT.4.16	ಯೆಶಾಯ ಪ್ರವಾದಿ ಎಣ್ಣ್‌ನದ್ ಪೂರ್ತಿ ಆಪನೆಕೆ ಇನ್ನನೆ ಆಚಿ.
MAT.4.17	ಅಕ್ಕಯಿಂಜ ಯೇಸು: ನಿಂಗ ನಿಂಗಡ ಪಾಪಕಾಯಿತ್ ಪಶ್ಚಾತಾಪ ಪಟ್ಟಿತ್ ದೇವಡ ಪಕ್ಕ ಬಾರಿ, ಪರಲೋಕ ರಾಜ್ಯ ಬೆರಿಯ ಬಂದಂಡುಂಡ್‍ೕಂದ್ ಬೋದನೆ ಮಾಡ್‌ವಕ್ ಸುರ್ ಮಾಡ್‍ಚಿ.
MAT.4.18	ಯೇಸು ಗಲಿಲಾಯತ್‍ರ ಕೆರೆರ ಬರಿಲ್ ನಡ್ಂದ್ ಪೋಯಂಡಿಪ್ಪಕ, ದಂಡ್ ಅಣ್ಣತಮ್ಮಣಂಗಳ ಕಂಡತ್. ಅಯಿಂಗ ಬೆಸ್ತಂಗಳಾನ ಪೇತ್ರ
MAT.4.19	ನಾಡ ಕೂಡೆ ಬಾರಿ, ನಾನ್ ನಿಂಗಕ್ ಮನುಷ್ಯಂಗಳ, ನಾಡ ಶಿಷ್ಯಂಗಳಾಯಿತ್ ಮಾಡ್‌ವಕ್ ಎಣ್ಣಿ ತಪ್ಪೀಂದ್ ಎಣ್ಣ್‌ಚಿ. 
MAT.4.20	ಅಯಿಂಗ ಒಮ್ಮಕೆ ಬಲೆನ ಬುಟ್ಟಿತ್ ಯೇಸುರ ಕೂಡೆ ಪೋಚಿ.
MAT.4.21	ಯೇಸು ಇಂಞು ಚೆನ್ನ ಮಿಂಞಕ್ ಪೋಯಂಡಿಪ್ಪಕ, ಅಲ್ಲಿ ಜೆಬೆದಾಯಂಡ ಮಕ್ಕಳಾನ ಯಾಕೋಬ ಪಿಂಞ ಯೋಹಾನನ ಕಂಡತ್. ಅಯಿಂಗ ಅಯಿಂಗಡ ಅಪ್ಪ ಜೆಬೆದಾಯಂಡ ಕೂಡೆ ದೋಣಿಲ್ ಮೀನ್ ಪುಡಿಪಕ್ ಬಲೆನ ಸರಿ ಮಾಡಿಯಂಡ್ ಇಂಜತ್. ಯೇಸು ಅಯಿಂಗಳ ಕಾಕ್‍ಚಿ; 
MAT.4.22	ಅಕ್ಕಣೆಕೆ ಅಯಿಂಗ ದೋಣಿನ ಪಿಂಞ ಅಯಿಂಗಡ ಅಪ್ಪನ ಬುಟ್ಟಿತ್ ಯೇಸುರ ಕೂಡೆ ಪೋಚಿ.
MAT.4.23	ಪಿಂಞ ಯೇಸು, ಗಲಿಲಾಯ ನಾಡ್‍ಕೆಲ್ಲಾ ಪೋಯಿತ್, ಅಯಿಂಗಡ 
MAT.4.24	ಅಂವೊಂಡ ಕೀರ್ತಿ ಸಿರಿಯ ನಾಡ್‍ಲೆಲ್ಲಾ ಪಬ್ಬ್‌ಚಿ. ಅಕ್ಕ ಬೋರೆ ಬೋರೆ ಕಾಯಿಲೆ ಪಿಂಞ ನೊಂಬಲತ್‍ಲ್ ಉಳ್ಳ ಎಲ್ಲಾ ರೋಗಿಯಳ, ಕೂಳಿ ಪುಡ್‌ಚಿತ್ಂಜಯಿಂಗಳ ಪಿಂಞ ಮೂರ್ಛೆ ರೋಗಿಯಳ, ಪಾರ್ಶವಾಯು ಕಾಯಿಲೆಯಿಂಜ ನರಳಿಯಂಡುಳ್ಳಯಿಂಗಳ ಅಂವೊಂಡ ಪಕ್ಕ ಕೊಂಡ್ ಬಾತ್. ಯೇಸು ಅಯಿಂಗಳ ವಾಸಿ ಮಾಡ್‍ಚಿ. 
MAT.4.25	ಗಲಿಲಾಯ, ದೆಕಪೊಲಿ, ಯೆರೂಸಲೇಮ್, ಯೂದಾಯ ಪಿಂಞ ಯೊರ್ದನ್ ಪೊಳೆರ ಆ ಬರಿಯಿಂಜ ದುಂಬ ಜನ ಬಂದಿತ್ ಅಂವೊಂಡ ಬಯ್ಯಕ್ ಪೋಚಿ.
MAT.5.1	ದುಂಬ ಜನಡ ಗುಂಪ್ ಬಂದಂಡಿಪ್ಪದ್‍ನ ಕಂಡಿತ್ ಯೇಸು, ಅಂವೊಂಡ ಶಿಷ್ಯಂಗಡ ಕೂಡೆ ಕುಂದ್‌ರ ಕೊಡಿಕ್ ಪೋಯಿತ್ ಅಳ್‌ತತ್. ಅಕ್ಕ ಅಂವೊಂಡ ಶಿಷ್ಯಂಗ ಅಂವೊ ಎಣ್ಣ್‌ವಾನ ಕ್‍ೕಪಕ್ ಅಂವೊಂಡ ಪಕ್ಕ ಬಾತ್.
MAT.5.2	ಅಂವೊ ಬೋದನೆ ಮಾಡ್‌ವಕ್ ಸುರ್ ಮಾಡ್‍ಚಿ.
MAT.5.3	ಆತ್ಮತ್‍ಲ್ ಗರೀಬ
MAT.5.3	ಪರಲೋಕ ರಾಜ್ಯ ಅಯಿಂಗಡದಾಯಿತ್‌ಪ್ಪ.
MAT.5.4	ದುಃಖ ಪಟ್ಟಂಡುಳ್ಳಯಿಂಗ ಆಶೀರ್ವಾದ ಪಡ್ಂದಯಿಂಗ;
MAT.5.4	ದೇವ ಅಯಿಂಗಳ ಸಮಾದಾನ ಮಾಡ್‌ವ.
MAT.5.5	ತಗ್ಗಿತ್ ಉಳ್ಳಯಿಂಗ ಆಶೀರ್ವಾದ ಪಡ್ಂದಯಿಂಗ;
MAT.5.5	ಈ ಲೋಕ ಅಯಿಂಗಡದಾಯಿತ್‌ಪ್ಪ.
MAT.5.6	ನೀತಿಕಾಯಿತ್ ಕೆಲ ಪಯಿಚಿತುಳ್ಳಯಿಂಗಳು, ಬಾಯಾರಿಕೆ ಆಯಿತುಳ್ಳಯಿಂಗಳು ಆಶೀರ್ವಾದ ಪಡ್ಂದಯಿಂಗ;
MAT.5.6	ಅಯಿಂಗಳ ದೇವ ತೃಪ್ತಿ ಪಡ್‍ತ್‍ವ.
MAT.5.7	ಕನಿಕರ ಕಾಟ್‍ವಯಿಂಗ ಆಶೀರ್ವಾದ ಪಡ್ಂದಯಿಂಗ;
MAT.5.7	ಅಯಿಂಗಕ್ ಕನಿಕರ ಕ್‍ಟ್ಟುವ.
MAT.5.8	ಶುದ್ದ ಹೃದಯ ಉಳ್ಳಯಿಂಗ ಆಶೀರ್ವಾದ ಪಡ್ಂದಯಿಂಗ;
MAT.5.8	ಅಯಿಂಗ ದೇವನ ಕಾಂಬ.
MAT.5.9	ಸಮಾದಾನ ಮಾಡ್‌ವಯಿಂಗ ಆಶೀರ್ವಾದ ಪಡ್ಂದಯಿಂಗ;
MAT.5.9	ಅಯಿಂಗಳ ದೇವಡ ಮಕ್ಕಾಂದ್ ಎಣ್ಣ್‌ವ.
MAT.5.10	ನೀತಿಕಾಯಿತ್ ಹಿಂಸೆನ ಸಹಿಸುವಯಿಂಗ ಆಶೀರ್ವಾದ ಪಡ್ಂದಯಿಂಗ;
MAT.5.10	ಪರಲೋಕ ರಾಜ್ಯ ಅಯಿಂಗಡದಾಯಿತ್‌ಪ್ಪ.
MAT.5.11	ಜನ ನಿಂಗಳ ನಾಡಗುಂಡ್ ಅವಮಾನ ಮಾಡಿತ್, ಹಿಂಸೆ ಮಾಡಿತ್ ಪಿಂಞ ನಿಂಗಡ ಮೇಲೆ ಕೆಟ್ಟ ತಕ್ಕ್ ಪರ್ಂದತೇಂಗಿ, ನಿಂಗ ಆಶೀರ್ವಾದ ಪಡ್ಂದಯಿಂಗ; 
MAT.5.12	ಸಂತೋಷವಾಯಿತ್ ಇರಿ, ಕುಶಿ ಪಡಿರಿ; ಪರಲೋಕತ್‍ಲ್ ನಿಂಗಡ ಫಲ ಬಲ್ಯದಾಯಿತ್‌ಪ್ಪ. ಎನ್ನಂಗೆಣ್ಣ್‌ಚೇಂಗಿ, ನಿಂಗಕಿಂಜ ಮಿಂಞ ಇಂಜ 
MAT.5.13	ನಿಂಗ ಈ ಲೋಕತ್‍ರ ಜನಕ್ ಉಪ್ಪಾಯಿತ್ ಉಳ್ಳಿರ. ಆಚೇಂಗಿ ಉಪ್ಪ್‌ರ ಸತ್ವ ಪೋಚೇಂಗಿ ಎಂತ ಫಲ? ಪುನಃ ನಿಂಗಕ್ ಉಪ್ಪ್‌ನ ಎನ್ನನೆ ಸತ್ವ ಮಾಡ್‌ವಕಯ್ಯು?
MAT.5.14	ನಿಂಗ ಈ ಲೋಕತ್‍ರ ಜನಕ್ ಬೊಳಿ ಆಯಿತುಳ್ಳಿರ. ಕುಂದ್‌ರ ಕೊಡಿಲ್ ಉಳ್ಳ ಪಟ್ಟಣತ್‍ನ ಒಳ್‌ಪ್‍ಚಿಡುವಕಯ್ಯುಲೆ. 
MAT.5.15	ದಾರೂ ಬೊಳ್‌ಚತ್‍ನ ಕತ್ತ್‌ಚಿಡುವಂಜಿ ಒರ್ ಪಾತ್ರತ್‍ರ ಒಳ್‍ಲ್ ಮುಚ್ಚಿತ್ ಬೆಪ್ಪುಲೆ. ಅದ್‍ನ ಬೊಳ್‍ಚ ಕಂಬತ್‍ಲ್ ಬೆಪ್ಪ. ಅದ್ ಮನೆಲ್ ಉಳ್ಳಯಿಂಗಕೆಲ್ಲಾ ಬೊಳಿಯಾಯಿತ್ ಮಿನ್ನುವ. 
MAT.5.16	ಆನಗುಂಡ್ ನಿಂಗಡಲ್ಲಿ ಉಳ್ಳ ಬೊಳಿ, ಜನಡ ಮಿಂಞತ್ ಪ್ರಕಾಶವಾಯಿತ್ ಕಾಂಗಡ್, ನಿಂಗ ಮಾಡ್‌ವ ನಲ್ಲ ಕೆಲಸತ್‍ನ ಕಂಡಿತ್ ಪರಲೋಕತ್‍ಲ್ ಉಳ್ಳ ನಿಂಗಡ ಅಪ್ಪನ ತುದಿಪಕ್ ಕಾರಣ ಆಪ.
MAT.5.18	ನಿಂಗಕ್ ನೇರಾಯಿತು ಎಣ್ಣ್‌ವಿ: ಬಾನವು ಬೂಮಿಯು ಮಾಯ ಆಚೇಂಗಿಯು, 
MAT.5.19	ಆನಗುಂಡ್ ಒಬ್ಬ, 
MAT.5.20	ನಾನ್ ನಿಂಗಕ್ ಎಣ್ಣ್‌ವಿ: ನಿಂಗಡ ನೀತಿ ಫರಿಸಾಯಂಗಡ ಪಿಂಞ 
MAT.5.21	ಕೊಲೆ ಮಾಡ್‌ವಕ್ಕಾಗ,
MAT.5.22	ಆಚೇಂಗಿ ನಾನ್ ಎಣ್ಣ್‌ವಿ, ನಿಂಗ ನಿಂಗಡ ಅಣ್ಣತಮ್ಮಣನಂಗಡ ಕೂಡೆ ಚೆಡಿಲ್ ಉಂಡೇಂಗಿ ನ್ಯಾಯತೀರ್ಪ್‌ಕ್ ಒಳಪಡ್‍ವಿರ; ನಿಂಗಡ ಏದೋರ್ ಅಣ್ಣತಮ್ಮಣನಂಗಕ್: ನೀನ್ ಒಂದಾಂಗು ಲಾಯಕ್ ಇಲ್ಲೇಂದ್ ಎಣ್ಣ್‌ಚೇಂಗಿ ಯೆಹೂದ್ಯಂಗಡ ಆಲೋಚನೆ ಸಬೇಕ್ ಮಿಂಞತ್ ನಿಪ್ಪಿರ. ನಿಂಗಡ ಅಣ್ಣತಮ್ಮಣನಂಗಳ ನಿಂಗ ಮುಠಾಳಂಗಾಂದ್ ಎಣ್ಣ್‌ಚೇಂಗಿ, ನಿಂಗ ನರಕ ಲೋಕತ್‍ಲ್ ಉಳ್ಳ ತಿತ್ತ್‌ಕ್ ಪೋಪಕ್ ಬಟ್ಟೆ ಮಾಡ್‌ವಿರ. 
MAT.5.23	ಆನಗುಂಡ್ ನಿಂಗ ನಿಂಗಡ ಕಾಣಿಕೆನ ಬಲಿಪೀಠಕ್ ಎಡ್‌ತ ಬಪ್ಪಕ, ನಿಂಗಡ ಮೇಲೆ ನಿಂಗಡ ಅಣ್ಣತಮ್ಮಣಂಗಕ್ ವಿರೋದ ಉಂಡ್‍ೕಂದ್ ನಿಂಗಕ್ ಗೇನ ಬಾತೇಂಗಿ, 
MAT.5.24	ನಿಂಗಡ ಕಾಣಿಕೆನ ಬಲಿಪೀಠತ್‍ರ ಪಕ್ಕ ಬುಟ್ಟಿತ್, ನಿಂಗ ಅಂವೊಂಡ ಪಕ್ಕ ಪೋಯಿತ್, ಅಂವೊಂಡ ಕೂಡೆ ಸಮಾದಾನ ಆಯಿತ್, ಬಯ್ಯ ಬಂತ್ ನಿಂಗಡ ಕಾಣಿಕೆನ ಅರ್ಪಣೆ ಮಾಡಂಡು.
MAT.5.25	ದಾರೇಂಗಿ ನಿಂಗಡ ಪಕ್ಕ ಬಂದಿತ್ ನಿಂಗ ತಪ್ಪ್‌ಮಾಡಿತುಳ್ಳಿರಾಂದ್ ನಿಂಗಳ ನ್ಯಾಯಾದಿಪತಿರ ಪಕ್ಕ ಕಾಕಿಯಂಡ್ ಪೋಪಕ, ಆ ವಿಷಯತ್‍ನ ಬಟ್ಟೇಲೇ ಸಮಾದಾನ ಮಾಡಿಯೊಳಿ. ಇಲ್ಲತಪೋಚೇಂಗಿ ನೀಡ ವಿರೋದಿ ನಿನ್ನ ನ್ಯಾಯಾದಿಪತಿಕ್ ಒಪ್ಪ್‌ಚಿಟ್ಟಿತ್, ಪಿಂಞ ಅಂವೊ ನಿನ್ನ ಅದಿಕಾರಿಕ್ ಒಪ್ಪ್‌ಚಿಟ್ಟಿತ್, ನಿನ್ನ ಜೈಲ್‌ಕ್ ಇಡ್‌ವ. 
MAT.5.26	ನೀಡ, ಕಡೆ ಕಾಸ್‍ನ ಕೊಡ್‌ಪಕತ್ತನೆ ನಿಂಗ ಜೈಲಿಂಜ ಪೊರಮೆ ಬಪ್ಪ್‌ಲೇಂದ್ ನಿಂಗಕ್ ನಾನ್ ನೇರಾಯಿತು ಎಣ್ಣ್‌ವಿ.
MAT.5.27	ವ್ಯಬಿಚಾರ ಮಾಡ್‌ವಕ್ಕಾಗಾಂದ್
MAT.5.28	ಆಚೇಂಗಿ ನಾನ್ ನಿಂಗಕ್ ಎಣ್ಣ್‌ವಿ: ಬೋರೆ ಪೊಣ್ಣಾಳ್‍ನ ಆಸೆಯಿಂಜ ನೋಟ್‍ಚೇಂಗಿ ಸಹ, ಅಂವೊ ತಾಂಡ ಹೃದಯತ್‍ಲ್ ಅವಡ ಕೂಡೆ ವ್ಯಬಿಚಾರ ಮಾಡ್‍ನನೆಕೆ. 
MAT.5.29	ನೀಡ ಬಲ್‌ತೆ ಕಣ್ಣ್ ಪಾಪ ಮಾಡ್‌ವಕ್ ಕಾರಣವಾಚೇಂಗಿ, ಅದ್‍ನ ಬಲ್‍ಚಿತ್ ಕನ್‍ಚಿರ್. ನೀಡ ಪೂರ್ತಿ ತಡೀನ ನರಕತ್‍ಲ್ ತಳ್ಳ್‌ವಕಿಂಜ, ನೀಡ ತಡೀರ ಒರ್ ಬಾಗ ಇಲ್ಲತಿಪ್ಪದ್ ನಲ್ಲದ್. 
MAT.5.30	ನೀಡ ಬಲ್‌ತೆ ಕೈ ಪಾಪ ಮಾಡ್‌ವಕ್ ಕಾರಣವಾಚೇಂಗಿ, ಅದ್‍ನ ಕೆತ್ತಿತ್ ಆ ಕೈಯಿನ ಚಾಡಿರ್. ನೀಡ ಪೂರ್ತಿ ತಡೀನ ನರಕತ್‍ಲ್ ತಳ್ಳ್‌ವಕಿಂಜ, ನೀಡ ತಡೀರ ಒರ್ ಬಾಗ ಇಲ್ಲತಿಪ್ಪದ್ ನಲ್ಲದ್.
MAT.5.31	ಒಬ್ಬ, ತಾಂಡ ಪೊಣ್ಣ್‌ನ ತ್‍ಕ್ಕಾರ ಮಾಡಿತ್ ಬುಟ್ಟಿತ್ ಪೋಂಡೂಂದ್ ಗೇನ ಮಾಡ್‍ಚೇಂಗಿ, ಒರ್ ಕಾಗದತ್‍ಲ್ ಅಂವೊ ಅವಳ ಬುಟ್ಟಂಡುಳ್ಳ್‌‍ೕಂದ್ ಒಳ್‍ದಿತ್ ಕೊಡ್‍ಕಂಡೂಂದ್ ಉಳ್ಳ ದೇವಡ ಆಜ್ಞೆನ ಕ್‍ೕಟಿತ್ತುಳ್ಳಿರ.
MAT.5.32	ಆಚೇಂಗಿ ಇಕ್ಕ ನಾನ್ ನಿಂಗಕ್ ಎಣ್ಣ್‌ವಿ: ವ್ಯಬಿಚಾರ ಮಾಡ್‍ನ ಕಾರಣಕ್ ಅಲ್ಲತೆ ಬೋರೆ ಏದ್ ಕಾರಣಕಾಯಿತು ಒಬ್ಬ ತಾಂಡ ಪೊಣ್ಣ್‌ನ ಬುಟ್ಟ್‌ರ್‍ತೇಂಗಿ, ಅವ ವ್ಯಬಿಚಾರ ಮಾಡ್‌ವಕ್ ಇಂವೊ ಕಾರಣ ಆಪ. ಅನ್ನನೆ ಬೋಂಡಾಂದ್ ಬುಟ್ಟ ಪೊಣ್ಣಾಳ್‍ನ ಮಂಗಲ ಕಯಿಪಂವೊನು ವ್ಯಬಿಚಾರ ಮಾಡ್‍ವಂವೊನಾಯಿತ್‌ಪ್ಪ.
MAT.5.33	ಕೊಡ್‍ತ ತಕ್ಕ್‌ನ ಪೂರೈಚಿಡತೆ ಇಪ್ಪಕ್ಕಾಗ, ದೇವಡ ಪಕ್ಕ ಮಾಡ್‍ನ ಆಣೆನ ನೆರವೇರಿಚಿಡಂಡೂಂದ್ ಪಂಡತ ಕಾಲತ್‍ಲ್ ಎಣ್ಣ್‌ನಾನ ನಿಂಗ ಕ್‍ೕಟಿತುಳ್ಳಿರ.
MAT.5.34	ಆಚೇಂಗಿ ನಾನ್ ಎಣ್ಣ್‌ವಿ: ಆಣೆ ಇಡಂಡ. ಪರಲೋಕತ್‍ರ ಮೇಲೆ ಆಣೆ ಇಡಂಡ, ಎನ್ನಂಗೆಣ್ಣ್‌ಚೇಂಗಿ, ಅದ್ ದೇವಡ ಸಿಂಹಾಸನವಾಯಿತುಂಡ್. 
MAT.5.35	ಬೂಮಿರ ಮೇಲೆ ಆಣೆ ಇಡಂಡ, ಅದ್ ಅಂವೊಂಡ ಪಾದಪೀಠ. ಯೆರೂಸಲೇಮ್‍ರ ಪೆದತ್‍ಲು ಇಡಂಡ, ಅದ್ ಮಹಾರಾಜಂಡ ಪಟ್ಟಣವಾಯಿತುಂಡ್. 
MAT.5.36	ನೀಡ ಮಂಡೆರ ಮೇಲೆ ಸಹ ಆಣೆ ಇಡಂಡ. ಎನ್ನಂಗೆಣ್ಣ್‌ಚೇಂಗಿ, ನೀನ್ ಒರ್ ತಲ್‌ಮಿನ ಕೂಡೆ ಕರ್ತಿತ್ ಅಥವ ಬೊಳ್‌ತಿತ್ ಮಾಡ್‌ವಕಯ್ಯುಲೆ. 
MAT.5.37	ನಿಂಗಡ ತಕ್ಕ್ ಅಕ್ಕೂಂದ್ ಎಣ್ಣ್‌ಚೇಂಗಿ ಅದ್ ಅಕ್ಕುವಾಯಿತಿರಡ್, ಇಲ್ಲೇಂದ್ ಎಣ್ಣ್‌ಚೇಂಗಿ ಇಲ್ಲೇಂದಿರಡ್. ಇದ್ ಬುಟ್ಟಿತ್ ಬೋರೆ ಏದ್ ಎಣ್ಣ್‌ಚೇಂಗಿಯು, ಅದ್ ಸೈತಾನಿಂಜ ಬಪ್ಪದೇ.
MAT.5.38	ಕಣ್ಣ್‌ಕ್ ಬಂದದ್ ಕಣ್ಣ್‌ಕ್, ಪಲ್ಲ್‌ಕ್ ಬಂದದ್ ಪಲ್ಲ್‌ಕ್, ಇನ್ನನೆ ಎಣ್ಣ್‌ವಾನ ಕ್‍ೕಟಿತುಳ್ಳಿರ.
MAT.5.39	ನಾನ್ ಇಕ್ಕ ಎಣ್ಣ್‌ವಿ. ನಿಂಗಕ್ ಮೋಸ ಮಾಡ್‍ನಯಿಂಗಡ ಮೇಲೆ ಪಗೆ ಬೆಕ್ಕತಿ. ಒಬ್ಬ ನೀಡ ಬಲ್‌ತೆ ದವಡೆಕ್ ಪೊಜ್ಜತೇಂಗಿ, ಅಂವೊ ನಿಂಗಡ ಎಡ್‍ತೆ ದವಡೆಕ್ ಸಹ ಪೊಯ್ಯುವಕ್ ಕಾಟಿಕೊಡಿ. 
MAT.5.40	ಒಬ್ಬ ನೀಡ ಬಟ್ಟೆ ಬೋಂಡೂಂದ್ ನಿನ್ನ ನ್ಯಾಯಾಲಯಕ್ ಅಯಿಚತೇಂಗಿ, ನೀನ್ ಅಂವೊಂಗ್ ನೀಡ ಕೋಟ್‍ನ ಸಹ ಕೊಡ್‍ತ್‍ರ್. 
MAT.5.41	ಒಬ್ಬ ಅಂವೊಂಡ ಚೀಲತ್‍ನ ಒರ್ ಕಿಲೋಮೀಟರ್‌ಕ್ ಎಡ್‍ತಂಡ್ ಪೋಂಡೂಂದ್ ನಿನ್ನ ಒತ್ತಾಯ ಮಾಡ್‍ಚೇಂಗಿ, ನೀನ್ ಆ ಚೀಲತ್‍ನ ದಂಡ್ ಕಿಲೋಮೀಟರ್‌ಕ್ ಎಡ್‍ತಂಡ್ ಪೋ. 
MAT.5.42	ನೀಡ ಪಕ್ಕ ಉಳ್ಳದ್‍ನ ಬೋಂಡೂಂದ್ ಕ್‍ೕಪಂವೊಂಗ್ ಕೊಡ್, ಸಾಲ ಕ್‍ೕಪಯಿಂಗಕ್ ಒಂದು ಗೇನ ಮಾಡತೆ ಸಾಲ ಕೊಡ್.
MAT.5.43	ನಿಂಗ ನಿಂಗಡ ಸ್ನೇಹಿತಂಗಳ ಪ್ರೀತಿ ಮಾಡಂಡು, ಶತ್ರುವಳ ದ್ವೇಶ ಮಾಡಂಡೂಂದ್ ಎಣ್ಣುವ 
MAT.5.44	ಆಚೇಂಗಿ ನಾನ್ ಇಕ್ಕ ಎಣ್ಣ್‌ವಿ, ನಿಂಗಡ ಶತ್ರುವಳ ಪ್ರೀತಿ ಮಾಡಿ, ನಿಂಗಳ ಹಿಂಸೆ ಮಾಡ್‌ವಯಿಂಗಕ್ ಪ್ರಾರ್ಥನೆ ಮಾಡಿ. 
MAT.5.45	ಅನ್ನನೆ ಮಾಡ್‍ಚೇಂಗಿ ನಿಂಗ ಪರಲೋಕತ್‍ಲ್ ಉಳ್ಳ ದೇವಡ ಮಕ್ಕಡನೆಕೆ ನಡ್‍ಪಿರ. ಅಂವೊ ನಲ್ಲಯಿಂಗಕು ಕೆಟ್ಟಯಿಂಗಕೂ ಸೂರ್ಯತ್‍ನ ಉದಿಪ್‍ಚಿಟ್ಟಿತ್ ಬೊಳಿನ ಕೊಡ್‍ಪ ಪಿಂಞ ನೀತಿವಂತಯಿಂಗಕು ಅನೀತಿವಂತಯಿಂಗಕು ಮಳೆ ತಪ್ಪ. 
MAT.5.46	ನಿಂಗಳ ಪ್ರೀತಿ ಮಾಡ್‌ವಯಿಂಗಳ ಮಾತ್ರ ನಿಂಗ ಪ್ರೀತಿ ಮಾಡ್‍ಚೇಂಗಿ ಎಂತ ಫಲ? ಕಂದಾಯ ಎಡ್‌ಪಯಿಂಗಳು ಅನ್ನನೆ ಮಾಡ್‌ವಲ್ಲ? 
MAT.5.47	ನಿಂಗ ನಿಂಗಡ ಸ್ನೇಹಿತಂಗಡ ಕೂಡೆ ಮಾತ್ರ ಕುಶೀಲ್ ಇಂಜತೇಂಗಿ, ನಿಂಗಕು, ಬೋರೆಯಿಂಗಕು ಎಂತ ವೆತ್ಯಾಸ? ದೇವನ ಗೊತ್ತಿ‌ಲ್ಲತಯಿಂಗಳೂ ಅನ್ನನೆ ಮಾಡ್‌ವಲ್ಲ? 
MAT.5.48	ಆನಗುಂಡ್ ನಿಂಗಳ ಪ್ರೀತಿ ಮಾಡತಯಿಂಗಳ ಸಹ ನಿಂಗ ಪ್ರೀತಿ ಮಾಡಿತ್, ಪರಲೋಕತ್‍ಲ್ ಉಳ್ಳ ನಿಂಗಡ ಅಪ್ಪ ಪೂರ್ತಿಯಾಯಿತುಳ್ಳನೆಕೆ ನಿಂಗಳು ಪೂರ್ತಿಯಾಯಿತಿರಿ.
MAT.6.1	ನಿಂಗ ಮಾಡ್‌ವ ದರ್ಮ ಕಾರ್ಯತ್‍ನ ಎಲ್ಲಾರು ಕಂಡಿತ್ ಮೆಚ್ಚ್‌ವನೆಕೆ ಮಾಡ್‌ವಕ್ಕಾಗ. ಅನ್ನನೆ ಮಾಡ್‍ಚೇಂಗಿ ಪರಲೋಕತ್‍ಲ್ ಉಳ್ಳ ನಿಂಗಡ ಅಪ್ಪಯಿಂಜ ಕ್‍ಟ್ಟ್‌ವಕುಳ್ಳ ಫಲತ್‍ನ ನಿಂಗ ಕಳೆಂದ್‍ರ್‍ವಿರ. 
MAT.6.2	ಆನಗುಂಡ್ ನಿಂಗ ದರ್ಮ ಕಾರ್ಯ ಮಾಡ್‌ವಕ, ಕಪಟಿಯಂಗ ಮಾಡ್‌ವನೆಕೆ 
MAT.6.3	ಆಚೇಂಗಿ, ನಿಂಗ ಒಬ್ಬಂಗ್ ಕೊಡ್‌ಪಕ ನಿಂಗಡ ಬಲ್‌ತೆ ಕೈ ಮಾಡಿಯಂಡುಳ್ಳದ್ ಎಡ್‌ತ ಕೈಯಿಕ್ ಗೊತ್ತಾಪಕ್ಕಾಗ. 
MAT.6.4	ನಿಂಗಡ ಇನಾಮ್‍ನ ಗುಟ್ಟಾಯಿತ್ ಕೊಡಿ, ಎಲ್ಲಾ ಒಳಗುಟ್ಟ್‌ನ ಗೊತ್ತುಳ್ಳ ನಿಂಗಡ ಅಪ್ಪ ನಿಂಗಕ್ ಫಲ ತಪ್ಪ.
MAT.6.5	ನಿಂಗ ಪ್ರಾರ್ಥನೆ ಮಾಡ್‌ವಕಾಪಕ ಕಪಟಿಯರನೆಕೆ ಮಾಡಂಡ. ಎಲ್ಲಾರು ಕಾಂಗಂಡೂಂದ್ ಎದ್ದ್ ನಿಂದಿತ್ 
