JHN.1.1	Ayns y toshiaght va’n Goo, as va’n Goo marish Jee, as va’n Goo Jee. 
JHN.17.14	Ta mee er chur daue dty ghoo; as ta’n seihll er chur dwoaie daue, er-y-fa nagh vel ad jeh’n theihll, myr nagh vel mish jeh’n theihll. 
JHN.17.15	Cha vel mee guee ort dy ghoaill ad ass y theihll, agh oo dy reayll ad veih’n olk. 
JHN.17.16	Cha vel adsyn jeh’n theihll, myr nagh vel mish jeh’n theihll. 
JHN.17.17	Jean ad y chasherickey son dty irriney: dty ghoo she firrinys eh. 
JHN.17.18	Myr t’ou uss er my choyrt gys y theihll, myr shen ta mish myrgeddin er chur adsyn gys y theihll. 
JHN.17.19	As er y ghraih ocsyn ta mish dy chasherickey mee hene, dy vod adsyn myrgeddin v’er nyn gasherickey gys yn irriney. 
JHN.17.20	Chamoo ta mee guee er ny son oc shoh nyn lomarcan, agh myrgeddin er ny son ocsyn nee credjal aynym’s trooid y goo oc. 
JHN.17.21	Dy vod ad ooilley ve unnane, myr t’ou uss ayr aynym’s, as mish aynyd’s; dy vod adsyn myrgeddin ve unnane ayninyn: dy vod y seihll credjal dy ren oo my choyrt. 
JHN.17.22	As y ghloyr hug uss dooys, ta mish er chur dauesyn: dy vod ad ve unnane, eer myr ta shinyn unnane. 
JHN.17.23	Mish ayndoosyn, as uss aynym’s, dy vod ad ve jeant slane firrinagh ayns unnaneys, as dy vod fys ve ec y seihll dy vel oo er my choyrt; as dy vel oo er ve graihagh orroosyn, myr t’ou er ve graihagh orrym’s. 
JHN.17.24	Ayr, ta mee geearree adsyn t’ou er chur dou dy ve mârym raad ta mee; dy vod ad fakin my ghloyr t’ou er chur dou: son t’ou er ve graihagh orrym’s roish my row yn seihll er ny chroo. 
JHN.17.25	Ayr chairagh, cha ghow yn seihll tushtey jeed; agh ta tushtey er ve aym’s jeed, as t’ad shoh er hoiggal dy vel oo er my choyrt. 
JHN.17.26	As ta mee er hoilshaghey daue dt’ennym’s, as nee’m y hoilshaghey eh: dy vod y graih, liorish t’ou er ve graihagh orrym’s, ve ayndoo, as mish ayndoosyn.
JHN.18.1	Tra va Yeesey er loayrt ny goan shoh, hie eh magh marish e ostyllyn harrish y strooan Cedron, raad va garey, as hie eshyn as e ostyllyn stiagh ayn. 
JHN.18.2	As bione da Yuaase neesht va dy vrah eh, yn ynnyd: son boallagh Yeesey dy mennick taaghey yn voayl shen marish e ostyllyn. 
JHN.18.3	Hooar Yuaase eisht sheshaght dy gheiney, as sidooryn veih ny ard-saggyrtyn as ny Phariseeyn, as haink eh ayns shen lesh lonteyryn, as torchyn, as armyn. 
JHN.18.4	Va fys ec Yeesey er-y-fa shen er dy chooilley nhee harragh er, as hie eh magh, as dooyrt eh roo, Quoi ta shiu dy hirrey? 
JHN.18.5	Dreggyr ad eh, Yeesey dy Nazareth. Dooyrt Yeesey roo, Mish eh. As va Yuaase myrgeddin ren y vrah eh ny hassoo mâroo. 
JHN.18.6	Cha leah eisht as v’eh er ghra roo, Mish eh, hie ad gour nyn drommey, as huitt ad gys y thalloo. 
JHN.18.7	Eisht dênee eh jeu reesht, Quoi ta shiu dy hirrey? As dooyrt adsyn, Yeesey dy Nazareth. 
JHN.18.8	Dreggyr Yeesey, Ta mee er n’insh diu dy nee mish eh. My ta shiu er-y-fa shen dy my hirrey, lhig-jee daue shoh goll roue: 
JHN.18.9	Shoh myr va’n raa shen loayr eh cooilleenit, Jeusyn hug oo dou, cha vel mee er choayll unnane. 
JHN.18.10	Eisht va cliwe ec Simon Peddyr, as hayrn eh eh, as woaill eh fer-mooinjerey yn ard-saggyrt, as ghiare eh yn chleaysh jeh. Va ennym yn er-mooinjerey shen Malchus. 
JHN.18.11	Eisht dooyrt Yeesey rish Peddyr, Cur seose dty chliwe ayns y fine: yn cappan ta my Ayr er chur dou, nagh niu-ym eh? 
JHN.18.12	Eisht ghow yn cheshaght, as y captan, as fir-oik ny Hewnyn Yeesey, as chiangle ad eh. 
JHN.18.13	As hug ad lhieu ersooyl eh gys Annas hoshiaght (son v’eh shen ny ayr-’sy-leigh da Caiaphas, va ny ard-saggyrt yn vleïn shen). 
JHN.18.14	Nish she Caiaphas v’er choyrlaghey ny Hewnyn, dy row eh ymmyrchagh un dooinney dy ve er ny choyrt gy-baase son y pobble.
JHN.18.15	As deiyr Simon Peddyr as ostyl elley er Yeesey. Yn ostyl shen va ainjys ec yn ard-saggyrt er, as hie eh stiagh marish Yeesey gys thie yn ard-saggyrt, 
JHN.18.16	Agh hass Peddyr ec y dorrys er cheumooie. Eisht hie magh yn ostyl elley shen va ainjys ec yn ard-saggyrt er, as loayr eh reeish va currym y dorrys urree, as hug eh lesh stiagh Peddyr. 
JHN.18.17	Eisht dooyrt y ven-aeg va currym y dorrys urree rish Peddyr, Nagh nee fer jeh eiyrtyssee yn dooinney shoh uss neesht? Dooyrt eshyn, Cha nee. 
JHN.18.18	As va ny sharvaantyn as ny fir-oik nyn shassoo ayns shen, ec aile geayil v’ad er n’yannoo (son ve feayr) as v’ad dyn jiow ad-hene.
JHN.18.19	Dênee yn ard-saggyrt eisht jeh Yeesey mychione e eiyrtyssee, as mychione yn ynsagh echey. 
JHN.18.20	Dreggyr Yeesey eh, Loayr mee dy foshlit rish y theihll: dynsee mee kinjagh ayns y cheeill, as ayns y chiamble, raad ta ny Hewnyn kinjagh taaghey, as dy follit cha vel mee er ghra nhee erbee. 
JHN.18.21	Cre’n-fa t’ou fênaght jeem’s? fênee jeusyn t’er my chlashtyn, cre ta mee er ghra roo: cur-my-ner ta fys ocsyn cre ta mee er ghra. 
JHN.18.22	As tra v’eh erreish ny goan shoh y loayrt, woaill fer jeh ny fir-oik va ny hassoo ayns shen Yeesey lesh bass e laue, gra, Nee shen myr t’ou freggyrt yn ard-saggyrt? 
JHN.18.23	Dansoor Yeesey eh, My ta mee er loayrt dy olk, ymmyrk feanish jeh’n olk: agh my loayr mee dy mie, cre’n-fa woaill uss mee? 
JHN.18.24	(Nish va Annas er choyrt eh kianlt gys Caiaphas yn ard-saggyrt) 
JHN.18.25	As va Simon Peddyr ny hassoo as dy hiow eh-hene: dooyrt ad er-y-fa shen rish, Nagh nee fer jeh e eiyrtyssee uss neesht? Dob eh, as dooyrt eh, Cha nee. 
JHN.18.26	Dooyrt fer jeh sharvaantyn yn ard-saggyrt (va mooinjerys dasyn va Peddyr er ghiarey yn chleaysh jeh) Nagh vaik mish oo mârish ayns y gharey? 
JHN.18.27	Eisht dob Peddyr reesht, as chelleeragh gherr y kellagh.
JHN.18.28	Eisht hug ad lhieu Yeesey veih Caiaphas gys halley ny briwnys: as ve moghey, as cha jagh ad-hene stiagh ayns halley ny briwnys, er-aggle dy beagh ad anchasherick; as nagh voddagh ad yn Eayncaisht y ee. 
JHN.18.29	Hie Pilate eisht magh huc, as dooyrt eh, Cre ta shiu dy chur gys lieh yn dooinney shoh? 
JHN.18.30	Dreggyr adsyn as dooyrt ad, Er-be dy nee drogh-yantagh eh, cha beagh shin er livrey hood’s eh. 
JHN.18.31	Eisht dooyrt Pilate roo, Gow-jee shiuish eh, as jean-jee eh y vriwnys cordail rish y leigh eu hene. Dooyrt ny Hewnyn er-y-fa shen rish, Cha vel eh lowal dooinyn dooinney erbee y chur gy-baase: 
JHN.18.32	Shoh myr va cooilleenit yn raa loayr Yeesey, cowraghey cre’n baase v’eh dy hurranse. 
JHN.18.33	Eisht hie Pilate stiagh reesht ayns halley ny briwnys, as deïe eh er Yeesey, as dooyrt eh rish, Nee ree ny Hewnyn oo? 
JHN.18.34	Dreggyr Yeesey eh, Vel uss dy ghra shoh jeed hene, ny nee feallagh elley dinsh dhyt eh my-mychione’s? 
JHN.18.35	Dreggyr Pilate, Vel mish my Hew? she dty ashoon hene as ny ard-saggyrtyn t’er livrey oo seose hym’s: Cre t’ou er n’yannoo? 
JHN.18.36	Dreggyr Yeesey, Cha vel my reeriaght’s jeh’n theihll shoh: dy beagh my reeriaght jeh’n theihll shoh, eisht veagh my harvaantyn er chaggey, nagh beign er my livrey gys ny Hewnyn, agh nish cha nee veih shoh ta my reeriaght. 
JHN.18.37	Dooyrt Pilate er-y-fa shen rish, Vel oo dty ree eisht? Dreggyr Yeesey, T’ou uss er ghra eh, ta mee my ree. Er son shoh ruggyr mee, as er-yn-oyr shoh haink mee gys y theihll, dy ymmyrkey feanish gys yn irriney, Ta dy chooilley unnane ta jeh’n irriney clashtyn my choraa. 
JHN.18.38	Dooyrt Pilate rish, Cre ta’n irriney shen? as tra v’eh er ghra shoh, hie eh magh reesht gys ny Hewnyn, as dooyrt eh roo, Cha vel mish er gheddyn foill erbee ayn. 
JHN.18.39	Agh ta cliaghtey eu mee dy eaysley diu fer ec y Chaisht: nailliu er-y-fa shen mee dy eaysley diu ree ny Hewnyn? 
JHN.18.40	Eisht deïe ad ooilley reesht, gra, Cha nee eh shoh, agh Barabbas. Nish va Barabbas ny roosteyr.
JHN.19.1	Eisht ghow Pilate er-y-fa shen Yeesey, as doardee eh eh dy ve scuitchit. 
JHN.19.2	As fee ny sidooryn attey dy ghrineyn, as hug ad eh er e chione, as hug ad er coamrey purple. 
JHN.19.3	As dooyrt ad, Dy vannee dhyt’s, Ree ny Hewnyn: as woaill ad eh lesh nyn laueyn. 
JHN.19.4	Haink Pilate er-y-fa shen magh reesht, as dooyrt eh roo, Cur-my-ner, ta mish dy choyrt lhiam magh hiu eh, dy vod fys y ve eu nagh vel mish er gheddyn foill erbee ayn. 
JHN.19.5	Eisht haink Yeesey magh, ceau yn attey dy ghrineyn as y coamrey purple. As dooyrt Pilate roo, Cur-jee my-ner yn dooinney. 
JHN.19.6	Shen-y-fa tra honnick ny ard-saggyrtyn as ny fir-oik eh, deïe ad, gra, Jean y chrossey eh, jean y chrossey eh. Dooyrt Pilate roo, Gow-jee shiuish eh, as jean-jee eh y chrossey: son cha vel mish er gheddyn foill erbee ayn. 
JHN.19.7	Dreggyr ny Hewnyn eh, Ta leigh ainyn, as liorish y leigh ain lhisagh eh v’er ny choyrt gy-baase, er-y-fa dy ghow eh er dy nee Mac Yee v’eh.
JHN.19.8	Tra cheayll Pilate er-y-fa shen yn raa shoh, v’eh ny s’agglee; 
JHN.19.9	As hie Pilate reesht gys halley ny briwnys, as dooyrt eh rish Yeesey, Cre voish t’ou? Agh cha dug Yeesey ansoor da. 
JHN.19.10	Eisht dooyrt Pilate rish, Nagh loayr oo rhym’s? nagh vel fys ayd dy vel pooar aym’s dy dty chrossey, as pooar dy dty eaysley? 
JHN.19.11	Dreggyr Yeesey, Cha voddagh pooar erbee y ve ayd harrym’s, mannagh beagh eh er ny choyrt dhyt veih’n yrjid; shen-y-fa ta peccah smoo lhie ersyn ren m’y livrey hood. 
JHN.19.12	As veih shen magh va Pilate shirrey dy eaysley eh: agh deïe ny Hewnyn, gra, My lhiggys oo yn raad da yn dooinney shoh, cha nee carrey da Cesar oo: quoi-erbee ta jannoo eh-hene ny ree, t’eh loayrt noi Cesar.
JHN.19.13	Tra cheayll Pilate er-y-fa shen yn raa shoh, hug eh lesh Yeesey magh, as hoie eh sheese er stoyl ny briwnys, ayns ynnyd ta enmyssit yn Pavement, agh ayns Hebrew, Gabbatha. 
JHN.19.14	As she er laa aarlaghey ny Caisht ve, as mysh y cheyoo oor: as dooyrt eh rish ny Hewnyn, Cur-jee my-ner yn ree eu. 
JHN.19.15	Agh dyllee ad, Ersooyl lesh, ersooyl lesh, jean y chrossey eh. Dooyrt Pilate roo, Jean-ym yn ree euish y chrossey? Dreggyr ny ard-saggyrtyn, Cha vel ree ainyn agh Cesar. 
JHN.19.16	Er shoh ren eh eshyn y livrey huc dy ve er ny chrossey. As ghow ad Yeesey as leeid ad eh ersooyl. 
JHN.19.17	As dymmyrk eh e chrosh, as hie eh magh gys ynnyd yiarragh ad ynnyd y vollag rish, ta enmyssit ayns Hebrew, Golgotha. 
JHN.19.18	Raad ren ad eshyn y chrossey, as jees elley mârish, fer er dagh cheu, as Yeesey ayns y vean.
JHN.19.19	As ren Pilate screeuyn, as hug eh er y chrosh eh. As va’n screeu, YEESEY DY NAZARETH REE NY HEWNYN. 
JHN.19.20	Yn screeu shoh eisht ren ymmodee jeh ny Hewnyn y lhaih, son va’n boayl raad v’eh er ny chrossey er-gerrey da’n ard-valley: as ve scruit ayns Hebrew, as Greek, as Latin. 
JHN.19.21	Eisht dooyrt ard-saggyrtyn ny Hewnyn rish Pilate, Ny scrieu, Ree ny Hewnyn; agh dy dooyrt eh, She ree ny Hewnyn mee. 
JHN.19.22	Dreggyr Pilate, Ny ta scruit aym, te scruit.
JHN.19.23	Eisht ghow ny sidooryn, tra v’ad er chrossey Yeesey, e gharmadyn (as ren ad kiare ayrnyn jeu, ayrn da dy chooilley hidoor) as myrgeddin e chooat: nish va’n cooat ooilley feeit, veih heose dy heese, fegooish seam. 
JHN.19.24	Dooyrt ad er-y-fa shen nyn mast’ oc hene, Ny lhig dooin y raipey eh, agh lhottyn y hilgey er, quoi echey vees eh: dy voddagh y scriptyr ve cooilleenit, ta gra, Reynn ad my gharmad nyn mast’ oc, as er my chooat ren ad lottyn y hilgey. Shoh myr ren ny sidooryn.
JHN.19.25	Nish va nyn shassoo liorish crosh Yeesey, e voir, as shuyr e vayrey, Moirrey ben Cleopas, as Moirrey Malaine. 
JHN.19.26	Tra honnick Yeesey er-y-fa shen e voir, as yn ostyl bynney lesh ny hassoo lioree, dooyrt eh rish e voir, Ven, cur-my-ner dty vac. 
JHN.19.27	Eisht dooyrt eh rish yn ostyl, Cur-my-ner dty voir. As veih’n oor shen ghow yn ostyl ee gys e hie hene.
JHN.19.28	Ny lurg shoh, son dy row fys ec Yeesey dy row dy chooilley nhee nish cooilleenit, dy voddagh y scriptyr ve jeant mie, dooyrt eh, Ta mee paagh. 
JHN.19.29	Nish va saagh er ny hoiaghey lane vinegar: as lhieen ad spunge lesh y vinegar, as hug ad eh er hyssop, as heeyn ad eh seose gys e veeal. 
JHN.19.30	Tra va Yeesey er-y-fa shen er ghoaill y vinegar, dooyrt eh, Te cooilleenit: as chroym eh e chione, as phaart eh. 
JHN.19.31	Shen-y-fa son dy nee laa yn aarlaghey ve, as nagh beagh ny kirp er y chrosh er laa yn doonaght (son va’n doonaght shen ny ard-laa) ghuee ny Hewnyn er Pilate, ny lurgaghyn oc dy ve brisht, as ad dy ve goit ersooyl. 
JHN.19.32	Eisht haink ny sidooryn as vrish ad lurgaghyn y chied er, as y jeh elley v’er ny chrossey mârish. 
JHN.19.33	Agh tra haink ad gys Yeesey, as dy vaik ad dy row eh hannah marroo, cha vrish ad ny lurgaghyn echeysyn. 
JHN.19.34	Agh ren fer jeh ny sidooryn lesh shleiy yn lhiattee echey y hoylley, as chelleeragh haink magh ass fuill as ushtey. 
JHN.19.35	As dymmyrk eshyn honnick eh feanish, as ta’n eanish echey firrinagh: as ta fys echey dy vel eh gra yn irriney, dy vod shiuish credjal. 
JHN.19.36	Son liorish jannoo ny reddyn shoh, va’n scriptyr cooilleenit, Cha bee craue jeh er ny vrishey. 
JHN.19.37	As reesht ta scriptyr elley gra, Jeeaghee ad ersyn t’ad er hoylley.
JHN.19.38	As ny lurg shoh ren Joseph dy Arimathea (va fer jeh ynseydee Yeesey, agh dy follit, ayns aggle roish ny Hewnyn) guee er Pilate, eh dy lhiggey da corp Yeesey y ghoaill ersooyl; as hug Pilate kied da: Haink eh er-y-fa shen, as hug eh lesh corp Yeesey. 
JHN.19.39	As haink myrgeddin Nicodemus (va roïe er jeet gys Yeesey ayns yn oie) as hug eh lesh mysh keead punt dy vyrrh as dy aloes kione y cheilley. 
JHN.19.40	Eisht ghow ad corp Yeesey, as hoïll ad eh ayns aanrityn, lesh spiceyn, myr va cliaghtey ny Hewnyn dy oanluckey. 
JHN.19.41	Nish er-gerrey da’n ynnyd raad v’eh er ny chrossey, va garey; as ayns y gharey oaie noa, ayn nagh jagh rieau dooinney er coyrt. 
JHN.19.42	Ayns shen ren ad Yeesey er-y-fa shen y oanluckey, son dy nee laa aarlaghey ny Hewnyn ve, as dy row yn oaie er-gerrey daue.
JHN.20.1	Er y chied laa jeh’n chiaghtin, haink Moirrey Malaine dy moghey, tra ve foast dorraghey, gys yn oaie, as honnick ee yn chlagh goit ersooyl jeh’n oaie. 
JHN.20.2	Eisht roie ee, as haink ee gys Simon Peddyr, as gys yn ostyl elley bynney lesh Yeesey, as dooyrt ee roo, T’ad er ghoaill ersooyl y Chiarn ass yn oaie, as cha s’ain c’raad t’ad er choyrt eh. 
JHN.20.3	Hie Peddyr er-y-fa shen magh, as yn ostyl elley shen, as haink ad gys yn oaie. 
JHN.20.4	Son v’ad ny-neesht er roie cooidjagh: agh va’n ostyl elley er roie ny s’bieau na Peddyr, as er jeet hoshiaght gys yn oaie. 
JHN.20.5	As chroym eh sheese, as honnick eh ny aanrityn nyn lhie, ny-yeih cha jagh eh stiagh. 
JHN.20.6	Eisht haink Simon Peddyr geiyrt er, as hie eh stiagh ’syn oaie, as honnick eh ny aanrityn nyn lhie. 
JHN.20.7	As y naptin va mysh e chione, cha nee ny lhie marish ny aanrityn elley, agh fillit er-y-cheilley ayns ynnyd er-lheh. 
JHN.20.8	Eisht hie stiagh myrgeddin yn ostyl elley shen haink hoshiaght gys yn oaie, as honnick eh as ren eh credjal. 
JHN.20.9	Son cha row foast toiggal oc jeh’n scriptyr, dy beign da girree veih ny merriu. 
JHN.20.10	Eisht hie ny ostyllyn rhymboo reesht gys nyn dhie hene.
JHN.20.11	Agh va Moirrey ny shassoo cheu-mooie jeh’n oaie keayney: as myr v’ee keayney, chroym ee sheese as yeeagh ee stiagh ayns yn oaie. 
JHN.20.12	As honnick ee daa ainle nyn soie ayns coamraghyn sollys, yn derrey yeh ec y chione, as y jeh elley ec ny cassyn raad va corp Yeesey ny lhie. 
JHN.20.13	As dooyrt ad r’ee, Ven, cre’n-fa t’ou keayney? Dooyrt ish roo, Er-yn-oyr dy vel ad er ghoaill ersooyl my Hiarn, as nagh s’aym c’raad t’ad er choyrt eh. 
JHN.20.14	As tra v’ee er ghra shoh, hyndaa ee mygeayrt, as honnick ee Yeesey ny hassoo, as cha row fys eck dy nee Yeesey v’ayn. 
JHN.20.15	Dooyrt Yeesey r’ee, Ven, cre’n-fa t’ou keayney? quoi t’ou dy hirrey? Heill ish dy nee yn gareyder v’ayn, as dooyrt ee rish, Vainshter, my t’ou er chur lhiat ass shoh eh, insh dou c’raad t’ou er choyrt eh, as goym ersooyl eh. 
JHN.20.16	Dooyrt Yeesey, Voirrey. Hyndaa ee ee-hene, as dooyrt ee rish, Rabboni, ta shen dy ghra, Vainshter. 
JHN.20.17	Dooyrt Yeesey r’ee, Ny benn rhym; son cha vel mee foast er gholl seose gys my Ayr; agh gow gys my vraaraghyn, as abbyr roo, Ta mee goll seose gys my Ayr’s as yn Ayr euish, as gys my Yee’s as y Jee euish. 
JHN.20.18	Haink Moirrey Malaine as dinsh ee da ny ostyllyn, dy row ee er vakin y Chiarn, as dy row eh er loayrt ny goan shoh r’ee.
JHN.20.19	Eisht er y laa cheddin, yn chied laa jeh’n chiaghtin, ayns yn astyr, tra va ny dorryssyn dooint, raad va ny ostyllyn er nyn jaglym cooidjagh ayns aggle roish ny Hewnyn, haink Yeesey as hass eh kiongoyrt roo, as dooyrt eh roo, Shee dy row hiu. 
JHN.20.20	As tra v’eh er ghra shoh, yeeagh eh daue e laueyn as e lhiattee. Eisht ghow ny ostyllyn boggey tra honnick ad y Chiarn. 
JHN.20.21	Eisht dooyrt Yeesey roo reesht, Shee dy row hiu; myr ta my Ayr er my choyrt’s, myr shen ta mish coyrt shiuish. 
JHN.20.22	As tra v’eh er ghra shoh, heid eh orroo, as dooyrt eh roo, Gow-jee yn Spyrryd Noo. 
JHN.20.23	Da quoi-erbee ta shiuish leih peccaghyn, t’ad er nyn leih daue; as da quoi-erbee nagh vel shiu cur feaysley, cha vel ad feayshlit.
JHN.20.24	Agh cha row Thomase, fer jeh’n daa ostyl yeig va enmyssit Didymus, mâroo tra haink Yeesey. 
JHN.20.25	Dooyrt ny ostyllyn elley er-y-fa shen rish, Ta shin er vakin y Chiarn. Agh dooyrt eshyn roo, Mannagh vaikym ayns ny laueyn echey ynnyd ny treinaghyn, as mannagh derrym my vair ayns ynnyd ny treinaghyn, as my laue y choyrt stiagh ayns e lhiattee, cha greidym.
JHN.20.26	As lurg hoght laa reesht va ny ostyllyn echey sthie, as Thomase mâroo: eisht haink Yeesey, as ny dorryssyn dooint, as hass eh kiongoyrt roo, as dooyrt eh, Shee dy row hiu. 
JHN.20.27	Eisht dooyrt eh rish Thomase, Sheeyn ayns shoh dty vair, as loaghtee my laueyn; as sheeyn dty laue, as cur ee stiagh ayns my lhiattee: as ny bee mee-chredjuagh, agh credjuagh. 
JHN.20.28	As dreggyr Thomase as dooyrt eh rish, My Hiarn, as my Yee. 
JHN.20.29	Dooyrt Yeesey rishyn, Homase, Er-y-fa dy vel oo er my akin, t’ou er chredjal; bannit t’adsyn nagh vel er vakin, as foast ta er chredjal. 
JHN.20.30	As ymmodee cowraghyn elley dy jarroo ren Yeesey ayns fenish e ostyllyn, nagh vel scruit ayns y lioar shoh. 
JHN.20.31	Agh t’ad shoh scruit, dy voddagh shiuish credjal dy nee Yeesey yn Creest Mac Yee, as liorish credjal shiu dy chosney bea trooid yn ennym echeysyn.
JHN.21.1	Lurg shoh hoilshee Yeesey eh-hene reesht da ny ostyllyn, ec faarkey Tiberias; as er yn aght shoh hoilshee eh eh-hene. 
JHN.21.2	Va Simon Peddyr, as Thomase sliennooit Didymus, as Nathanael dy Chana ayns Galilee; as mec Zebedee, as jees elley jeh ny ostyllyn er nyn jaglym dy cheilley. 
JHN.21.3	Dooyrt Simon Peddyr roo, Ta mish son goll dy eeastagh. Dooyrt adsyn rish, Hem mainyn myrgeddin mayrt. Hie ad magh, as er-y-chooyl ghow ad lhuingys; as yn oie shen cha haare ad monney. 
JHN.21.4	Agh ’sy vadran, va Yeesey ny hassoo er y traie: agh cha row fys ec ny ostyllyn dy nee Yeesey v’ayn. 
JHN.21.5	Eisht dooyrt Yeesey roo, Chloan, vel shiu er dayrtyn veg y veaghey? Dooyrt adsyn rish, Cha vel. 
JHN.21.6	As dooyrt eh roo, Cuir-jee magh yn lieen er y cheu-yesh jeh’n lhong, as bee eh eu. Eisht chuir ad: as nish cha row dy niart oc yn lieen y ghoaill stiagh va lhied y thummyd eeast ayn. 
JHN.21.7	Shen-y-fa dooyrt yn ostyl shen bynney lesh Yeesey rish Peddyr, She yn Chiarn t’ayn. Nish tra cheayll Simon Peddyr dy nee yn Chiarn v’ayn, hug eh e chooat-eeastee mysh (son v’eh ’sy lheiney) as hilg eh eh-hene ayns y cheayn. 
JHN.21.8	As haink ny ostyllyn elley ayns lhong veg (son cha row ad foddey veih’n thalloo, agh mysh keead stundayrt) sleodey lhieu yn lieen as yn eeast ayn. 
JHN.21.9	Cha leah eisht as v’ad er jeet gys y thalloo, honnick ad aile smarageagh, as eeast ny lhie er, as arran liorish. 
JHN.21.10	Dooyrt Yeesey roo, Cur-jee lhieu jeh’n eeast ta shiu nish er ghoaill. 
JHN.21.11	Hie Simon Peddyr er-board, as hayrn eh yn lieen gys thalloo lane dy eeastyn mooarey, shiaght-feed as three-jeig: as son ooilley dy row whilleen ayn, ny-yeih cha vrish y lieen. 
JHN.21.12	Dooyrt Yeesey roo, Tar-jee gys nyn mee. Agh cha by-lhoys da fer jeh ny ostyllyn fênaght jeh, Quoi oo hene? cur enney er dy nee eh va’n Chiarn. 
JHN.21.13	Eisht haink Yeesey, as ghow eh arran, as hirveish eh orroo eh, as eeast myrgeddin. 
JHN.21.14	Shoh nish yn trass cheayrt hoilshee Yeesey eh-hene da e ostyllyn, erreish da v’er n’irree veih ny merriu.
JHN.21.15	Myr shen tra v’ad erreish bee, dooyrt Yeesey rish Simon Peddyr, Simon mac Yonas, vel oo ny s’graihee orrym’s na orroo shoh? Dooyrt eh rish, Ta mee, Hiarn; ta fys ayd dy vel graih aym ort. Dooyrt eh rish, Jeeagh dy mie da my eayin. 
JHN.21.16	Dooyrt eh rish reesht yn nah cheayrt, Simon mac Yonas, vel oo graihagh orrym? Dooyrt eh rish, Ta mee, Hiarn; ta fys ayd hene dy vel graih aym ort. Dooyrt eh rish, Bee dty vochilley mie er my chirree. 
JHN.21.17	Dooyrt eh rish yn trass cheayrt, Simon mac Yonas, vel oo graihagh orrym? Va Peddyr mooar-seaghnit dy dooyrt eh rish yn trass cheayrt, Vel oo graihagh orrym? As dooyrt eh rish, Hiarn, ta fys ayd’s er dy chooilley nhee; as fys ayd hene dy vel mee graihagh ort. Dooyrt Yeesey rish, Jeeagh dy mie da my chirree. 
JHN.21.18	Dy firrinagh firrinagh ta mee gra rhyt, Tra v’ou aeg ren oo oo-hene y chryssey, as jimmee oo raad erbee dy bailt: agh tra vees oo shenn, sheeynee oo magh dty laueyn, as nee fer elley oo y chryssey, as ver eh lesh oo raad nagh nailt. 
JHN.21.19	Shoh loayr eh, cowraghey liorish cre’n baase v’eh dy ghloyraghey Jee. As tra v’eh er ghra shoh, dooyrt eh rish, Eiyr orrym. 
JHN.21.20	Eisht hyndaa Peddyr mygeayrt, as honnick eh cheet geiyrt orroo yn ostyl bynney lesh Yeesey; yn fer cheddin ren lhie rish e oghrish ec shibber, as dooyrt Hiarn, quoi eh ta dy dty vrah? 
JHN.21.21	Honnick Peddyr eh shoh, as dooyrt eh rish Yeesey, Hiarn, as cre’n erree hig er y dooinney shoh? 
JHN.21.22	Dooyrt Yeesey rish, My she m’aigney’s eh eshyn dy uirriaght derrey hig-ym, cre ta shen dhyt’s? Eiyr uss orrym’s. 
JHN.21.23	Eisht hie yn raa shen magh mastey ny braaraghyn, nagh row yn ostyl shen dy gheddyn baase: agh cha dooyrt Yeesey rish, Cha vow eh baase: agh, My she m’aigney’s eh eshyn dy uirriaght derrey hig-yms, cre ta shen dhyt’s. 
JHN.21.24	Shoh yn ostyl dymmyrk feanish jeh ny reddyn shoh, as ren ny reddyn shoh y scrieu: as ta fys ain dy vel yn eanish echey firrinagh. 
JHN.21.25	As ta myrgeddin ymmodee reddyn elley ren Yeesey, dy beagh ad ooilley scruit, ta mee dy heiltyn nagh gummagh y seihll hene ny lioaryn veagh scruit. Amen.
