GEN.1.1	Gaihcij dwg Cangqdiq cauh gwnzmbwn caeuq lajdeih okdaeuj he. 
GEN.6.15	Aen ruz neix hih gij raez de ij guh miz itbak samcib sam mij raez, gvangq ij miz ngeihcib ngeih mij gvangq, sang ij miz cibsam mij sang.
GEN.6.16	Aen ruz neix hih yiemhfung ij miz lingz denj haj mij,
GEN.6.17	“Gou ij hawj raemx dumh mbwn liux bae, cawz sojmiz hih doenghduz, fanjcingq lajmbwn sojmiz hih cungj cawz liux bae. 
GEN.6.18	Hoeng, gou ij dingh yiengh he hawj mwngz, 
GEN.6.19+GEN.6.20	“Gou vanzlij ij hawj gak cungj doengh duz cukseng caeuq doengh duz vuenz lajdoem he hah, doengh duz mbin gwnz mbwn he hah, 
GEN.6.21	Mwngz caemh ij diuh doenghgij gw he hwj hawj faenhsou caeuq gak cungj doenghduz laem.”
GEN.6.22	Gajlaeng Nozyaq caemh ciuq Cangqdiq raengq hih yienghmwnq bae guh lo.
GEN.7.1	Yehhozvaz caiq doiq Nozyaq naeuz: “Mwngz caeuq ndaw ranz mwngz hih vunz cungj ij haeuj ndaw ruz bae, aenvih gou rox, mwngz youq ndaw lwgra gou, lajmbwn caenhgag miz mwngz dwg boux simndei simsoh he hih vunz. 
GEN.7.2	Mwngz caemh ij daiq caet doiq gak cungj doenghduz, couh dwg doengh duz ndaej aeu ma guh dajbwiz he, haeuj ndaw ruz bae; moix it doiq dwg duzboux duzmeh. Gak cungj doengh duz mbouj ndaej aeu ma guh dajbwiz he caemh ij daiq doiq he haeuj bae, caemh dwg daiq duzboux duzmeh; 
GEN.7.3	doengh duz mbin gwnz mbwn hih caemh ij daiq caet doiq, moix doiq caemh dwg duzboux duzmeh. Yienghmwnq, gak cungj cukseng caeuq gak cungj roeg mbin cungj ndaej louz guh cungj, mbouj lau rairaeg lo, 
GEN.7.4	aenvih goq caet ngoenz laem, gou couh ij hawj fwn doek hung, lienzdaemh doek baenx seiqcib ngwnzngoenz, dawz gou soj cauh hih miz mingh hih cungj cawzraeg bae.” 
GEN.7.5	Yiengq, Nozyaq caemh ciuq Yehhozvaz raengq hih yienghmwnq bae guh lo.
GEN.7.6	Mwh raemx dumh mbwn mwhde, Nozyaq ngamqluj ndaej roekbak bi. 
GEN.7.7	De caeuq yah caeuq lwg caeuq bawx cungj haeuj ndaw ruz bae ndoj raemxdumh. 
GEN.7.8	Doengh duz ndaej aeu ma guh dajbwiz he caeuq doengh duz mbouj ndaej aeu ma guh dajbwiz he, doengh duz roeg mbin gwnz mbwn he caeuq doengh duz vuenz lajdoem he, 
GEN.7.9	cungj caemh ciuq Cangqdiq raengq hih yienghmwnq duzboux duzmeh baenx doiq baenx doiq hwj daeuj daengz Nozyaq mwnq, gaen Nozyaq haeuj ndaw ruz bae lo. 
GEN.7.10	Cingqgawq goq caet ngoenz le, raemx cungj dumh sojmiz hih dieg liux.
GEN.7.11	Couh dwg Nozyaq ndaej roekbak bi hih bi mwnq dih ngeihnyied cibcaet hauh, sawqmwh laj doem sojmiz hih mboq cungj danh mboenxmboenx hwnjdaeuj mbouj dingz; gwnzmbwn fwn doek roengz regreg, lujnaeuz gwnzmbwn miz baj gyaegfairaemx hoi liux lo nwih, 
GEN.7.12	doek baenx seiqcib ngwnzngoenz. 
GEN.7.13	Couh youq ngoenz fwn doek hunghung mwnq, Nozyaq caeuq mehyah de, caeuq sam daeglwg de, Cenj, Hamz, Yajfuz, caeuq doengh mehbawx de haeuj ndaw ruz bae lo. 
GEN.7.14	Gak cungj doengh duz nyaen hah, gak cungj doengh duz cukseng hah, gak cungj doengh duz vuenz he hih hah, gak cungj doengh duz roeg mbin gwnz mbwn he hih hah, 
GEN.7.15	fanjcingq doengh duz diemjcaw he cungj caemh baenx doiq baenx doiq hwj daeuj daengz Nozyaq mwnq gaen Nozyaq haeuj ndaw ruz bae lo. 
GEN.7.16	Sojmiz hih doenghduz cungj caemh ciuq Cangqdiq raengq hih yienghmwnq, duzboux duzmeh baenx doiq baenx doiq hwj haeuj ruz bae lo. Gajlaeng Yehhozvaz couh bang Nozyaq haep aen dou ruz lo.
GEN.7.17	Fwn doek hung gig yungyiemj, lienzdaemh doek baenx seiqcib ngoenz; lajmbwn dauqcawq cungj miz raemx. Raemx yied hwnj yied sang; aen ruz daj lajdoem fouz hwnjdaeuj. 
GEN.7.18	Raemx yied hwnj yied sang, ruz yied fouz yied sang. 
GEN.7.19	Raemx yied dumh yied sang, lajmbwn sojmiz hih bya cungj dumh liux. 
GEN.7.20	Hoeng raemxdumh vanzlij yied hwnj yied sang, mauh goq dingjbya caet mij sang.
GEN.7.21	Lajmbwn sojmiz hih doenghduz, couh dwg doengh duz mbin he hah, doengh duz cukseng hah, doengh duz nyaen hah, doengh duz vuenz he hah, caeuq sojmiz hih vunz hah cungj rai liux. 
GEN.7.22	Fanjcingq gwnz hawq sojmiz aeu ndaeng ma diemjcaw hih cungj rai liux lo. 
GEN.7.23	Couh yienghneix, Cangqdiq cawz gwnz hawq sojmiz miz mingh he: vunz hah, doengh duz cukseng hah, duz vuenz he hah, duz mbin he hah, cungj cawz liux. Caenhgag lij lw Nozyaq caeuq gaen de haeuj ndaw ruz bae hih vunz caeuq doenghduz laem lo. 
GEN.7.24	Raemx dumh mbwn, dumh baenx bakhaj ngoenz baenx lai.
GEN.8.1	Cangqdiq mbouj lumz Nozyaq caeuq gaen de haeuj ndaw ruz bae hih doenghduz, couh hawj miz rumz ci, ci hawj gij raemx roengz. 
GEN.8.2	Mboq raemx laj doem caeuq gij raemx gwnz mbwn cungj gven bae, fwn caemh dingz lo. 
GEN.8.3+GEN.8.4	Yiengq raemx couh menhmenh roengz. 
GEN.8.5	Raemx vanzlij menhmenh roengz, daengz cibnyied it hauh, couh gaihcij loh raen dingjbya lo.
GEN.8.6	Caiq goq seiqcib ngoenz le, Nozyaq couh hoi conghcang ruz, 
GEN.8.7	coengq duz roegga he. Yiengq duz roegga neix mbin bae mbin dauq, mbin daengz raemx roengz liux. 
GEN.8.8	Yiengq Nozyaq caiq coengq duz roegguqgap he okbae, siengj yawjyawj raemx roengz liux mijyaengz. 
GEN.8.9	Hoeng, raemx vanzlij dumh; duz roegguqgap gaenhbaenj mij mwnq dieg ndaej ndwn he, yiengq duz de couh doiqyungz mbin ma boiz. Nozyaq raen le, couh iet fawz ciep duz de haeuj maj ndaw ruz boiz. 
GEN.8.10	Gajlaeng Nozyaq caiq daengj caet ngoenz. Caet ngoenz le, de caiq doiqyungz coengq duz roegguqgap he okbae. 
GEN.8.11	Ok bae daengz yiengqhaemh le, duz roegguqgap mwnq ndaw bak de gamz miz mbaw makmbi ngamq mbaet he, mbin ma daengz Nozyaq mwnq. Yiengq Nozyaq couh rox naeuz raemx roengz lo. 
GEN.8.12	Caiq goq caet ngoenz le, Nozyaq youhcaiq coengq duz roegguqgap okbae, hoeng mbat neix mij raen duz roegguqgap caiq mbin ma laem lo.
GEN.8.13	Bi Nozyaq ndaej roekbak lingz it bi dih yienznyied it hauh, raemxdumh dungjdungj roengz liux lo. Yiengq Nozyaq couh hoi gij goemq aen ruz hwj ndomq ok rog daeuj yawj, ndomq raen rog neix gij doem gaihcij hawq lo. 
GEN.8.14	Caiq daengz ngeihnyied ngeihcib caet hauh, lajdoem cungj hawq liux lo.
GEN.8.15	Gajlaeng Cangqdiq doiq Nozyaq naeuz: 
GEN.8.16	“Mwngz caeuq yah caeuq lwg caeuq bawx ok ruz ma bax! 
GEN.8.17	Mwngz caemh ij daiq doengh duz gaen mwngz haeuj bae he ok ma, hawj gyoengqde ok ma fat doengh daih gajlaeng, fat hawj lajmbwn dauqcawq cungj miz bae.” 
GEN.8.18	Gajlaeng Nozyaq caeuq yah caeuq lwg caeuq bawx ok ma lo. 
GEN.8.19	De caemh hawj sojmiz doengh duz youq ndaw ruz he hih, cungj caemh baez cungj baez cungj hwj hawj gyoengqde ok ma lo.
GEN.8.20	Hawj gyoengqde ok ma le, gajlaeng de couh caeb aen daiz dajbwiz he, dawz gak cungj doengh duz ndaej aeu ma guh dajbwiz hih aeu ma coemh hwj bwiz Yehhozvaz.
GEN.8.21	Gajlaeng Yehhozvaz mupraen gij heiq rang coemh hwj dajbwiz mwnq le, ndaw sim de gag naemj: “Gou gan rox, gij vunz daj lij iq, ndaw sim cix miz cungj doegdoeg siebsieb he lo, hoeng gou mbouj caiq vih gij vunz hwj mang gij dieg haem lo, mbouj caiq luj mbat neix cawz lajmbwn sojmiz miz mingh hih lo. 
GEN.8.22	Cijaeu baezneix mbwn mbouj doemq dieg mbouj loemq, couh gaengjdingq miz ndaem miz sou, miz nit miz hwngq, miz seizdoeng miz seizhah, miz ngwnz miz ngoenz.”
GEN.9.1	Cangqdiq soengq fuk hawj Nozyaq caeuq gij lwg de, doiq gyoengqde naeuz: “Faenhsou ij seng haujlai haujlai lwg, sawj doengh daih gajlaeng faenhsou youq lajmbwn dauqcawq cungj miz rim bae. 
GEN.9.2	Hawj lajmbwn sojmiz hih doengh duz cukseng hah, duz nyaen duz yex hah, doengh duz roeg mbin gwnz mbwn he hah, doengh duz vuenz lajdoem he hah, caeuq ndaw haij sojmiz hih bya hah cungj lau faenhsou, vanzlij caemh ngaiz faenhsou guenj.
GEN.9.3	“Seizneix gou ij dawz sojmiz hih doenghduz neix hawj faenhsou aeu ma guh gij gw he; gaxgonq gou caenhgag hawj doenghgo hawj faenhsou aeu ma guh gij gw, hoeng seizneix gou daiqlienz doenghduz cungj hawj faenhsou aeu ma guh gij gw. 
GEN.9.4	Hoeng, faenhsou mbouj ndaej gw gij noh daiq lwed he, aenvih ndaw lwed miz mingh.
GEN.9.5+GEN.9.6	“Famzsoj bouxlawz haih vunz rai hih, bouxlawz couh ij ngaiz vunz gaj; hauhnaeuz miz doenghduz haih vunz rai hih, 
GEN.9.7	“Faenhsou ij seng lwg lailai hwj, hawj gij lwglwg lanlan doengh daih gajlaeng faenhsou fatdad hwngqhwngq seiqseiq hwj lajmbwn dauqcawq cungj miz bae.”
GEN.9.8	Cangqdiq caiq doiq Nozyaq caeuq doengh daeglwg de naeuz: 
GEN.9.9	“Gou seizneix ij doiq faenhsou caeuq doenghheij lwglwg lanlan doengh daih gajlaeng faenhsou baujcingq, 
GEN.9.10	vanzlij caemhcaiq caeuq lajmbwn sojmiz hih doenghduz, couh dwg doengh duz gaen mwngz haeuj ndaw ruz bae hih doengh duz mwnq 
GEN.9.11	Couh dwg naeuz, gou baujcingq baezneix mbouj caiq raemx dumh mbwn, mbouj caiq cawz sojmiz miz mingh hih lo.”
GEN.9.12	Cangqdiq youhcaiq naeuz: “Gou ij guh gij geiqhauh he, geiqhauh gou caeuq faenhsou caeuq sojmiz miz mingh hih yungjyenj baujcingq. 
GEN.9.13	Couh dwg gou dawz saijdoengz coengq youq ndaw fwj, aeu saijdoengz ma guh geiqhauh, geiqhauh gou caeuq seiqgyaiq dih baujcingq. 
GEN.9.14	Hauhnaeuz gou hawj gwnzmbwn gvaq fwj caeuq miz saijdoengz yienh youq ndaw de nex, 
GEN.9.15	gou couh ndaejgeiq gou caeuq faenhsou caeuq lajmbwn sojmiz miz mingh hih baujcingq, couh mbouj hawj fwn doek hwj dumh daengz cawz lajmbwn sojmiz miz mingh hih bae lo. 
GEN.9.16	Caenhnaeuz gou raen saijdoengz yienh youq ndaw fwj nex, gou couh ndaejgeiq gou doiq faenhsou caeuq lajmbwn sojmiz miz mingh hih yungjyenj mbouj rox bienq dih baujcingq lo. 
GEN.9.17	Gij neix couh dwg gou geiqhauh gou caeuq lajmbwn sojmiz miz mingh hih baujcingq.”
GEN.9.18	Gaen Nozyaq daj ndaw ruz ok ma hih doengh daeglwg de couh dwg Cenj, Hamz caeuq Yajfuz. (Hamz dwg daxboh Gyahnamz.) 
GEN.9.19	Gajlaeng sam daeglwg Nozyaq hih doengh daih gajlaeng cungj faensanq youq seiqgyaiq hih gak dieg.
GEN.9.20	Nozyaq dwg boux nungzminz he, yiengq de ok ruz ma le, couh sien guh aen suen he hwj ndaem buzdauz. 
GEN.9.21	Miz mbat he, de gw laeuj fiz le, loxgenz loxgangh hwj ninz youq ndaw cangqbungz. 
GEN.9.22	Gajlaeng ngaiz Hamz (couh dwg daxboh Gyahnamz) raen de loxgenz loxgangh hwj, couh ok bae naeuz song boux beix de ni. 
GEN.9.23	Yiengq Cenj caeuq Yajfuz dingq le, couh dawz diuz buhbauz raez he ma bangj youq song hongzmbaq bonjfaenh gyoengqde hwj, doenq dauqlaeng byaij haeuj ndaw cangqbungz bae, dawz diuz buhbauz raez neix goemq youq gwnz ndang daxboh gyoengqde. Gyoengqde cungj dwg veq naj doxok, mij yawjraen daxboh loxgenz loxgangh.
GEN.9.24	Gajlaeng, Nozyaq laeuj singj le, rox naeuz Hamz, daeglwg ceiq iq de, raen de loxgenz loxgangh, caemhcaiq bae naeuz song boux beix de ni, 
GEN.9.25	couh mang Hamz dih daeglwg iq de Gyahnamz, naeuz: “Gyahnamz caeuq doengh daih gajlaeng de wnggai ngaiz mang! Gyahnamz baezneix ij ngaiz guh Cenj caeuq Yajfuz dih ceiq cuij ceiq yaez dih hoiq, daiqlienz doengh daih gajlaeng de cungj dwg yienghneix.”
GEN.9.26	De caiq naeuz:
GEN.9.26	Gou wnggai haenh Yehhozvaz, Cenj dih Cangqdiq!
GEN.9.26	Gyahnamz caemh ij guh Cenj dih hoiq.
GEN.9.27	Muengh Cangqdiq sawj Yajfuz fatdad!
GEN.9.27	Muengh de caeuq Cenj yungjyenj doxndei roengzbae!
GEN.9.27	Gyahnamz caemh guh hoiq de.
GEN.9.28	Raemxdumh goq le, Nozyaq vanzlij souh ndaej sambak haj bi. 
GEN.9.29	De rai mwhde ndaej goujbak haj bi.
GEN.10.1	Laj neix dwg doengh daeglwg Nozyaq—Cenj, Hamz caeuq Yajfuz—dih doengh daih gajlaeng. Raemxdumh goq le, gyoengqde cungj seng miz lwg.
GEN.10.2	Gij lwg Yajfuz dwg Gohgwz, Majgoz, Majdaiq, Yajvanz, Dujbah, Mijsez caeuq Dizlah.
GEN.10.3	Gij lwg Gohgwz dwg Yaqsizgihnaz, Liqfaz caeuq Dozgyahmaj.
GEN.10.4	Gij lwg Yajvanz dwg Hijliqcah, Dahswh, Gihdiz caeuq Lohdanh.
GEN.10.5	Doengh boux neix cungj dwg gij cojgoeng doenghheij minzcuz youq henz haij mwnq. Gyoengqde cungj dwg ciuq bonjfaenh hih minzcuz ma laeb guek; gak aen minzcuz caemh gag miz bonjfaenh hih vah.
GEN.10.6	Gij lwg Hamz dwg Gujsiz, Mwzsih,
GEN.10.7	Gij lwg Gujsiz dwg Sihbah, Hahfeizlah, Sajfuzdah, Lahmaj caeuq Sajfuzdizgyah.
GEN.10.7	Gij lwg Lahmaj dwg Siqbah caeuq Dijdanq.
GEN.10.8	Gujsiz caemh miz daeglwg he heuh Ningzluz; daeg neix caemh dwg lajmbwn boux ceiq rem he dih vunz. 
GEN.10.9	De youq ndaw lwgra Yehhozvaz dwg boux dwknyaen rem he hih vunz, sojhij gij vunz cungj haenj dawz de ma beij naeuz: “Rem luj Ningzluz dwk nyaen nwih.” 
GEN.10.10	De ngamq laeb guek hih mwhde, dwg daj dieg Siqnaz hih Bahbez hah, Hijliz hah, Yaqgyaz hah, caeuq Gyazniz hah doengh aen singz neix laeb guek. 
GEN.10.11	Gajlaeng de vanzlij bae daengz dieg Yaqsuz hwnq Niznizveih Singz, Liqhozbwz Singz, Gyahlah Singz, 
GEN.10.12	caeuq youq Niznizveih Singz, Gyahlah Singz song aen singz neix hih cungqgyan de hwnq Liqsenh Singz. (Gyahlah dwg aen singz hung he.)
GEN.10.13	Mwzsih dih doengh daih gajlaeng dwg Luqdih vunz, Yaqnazmij vunz, Liqhahbij vunz, Nazfuzdujhih vunz, 
GEN.10.14	Bwzswhlujsiq vunz, Gyahswhluqhih vunz caeuq Gyahfeihdoz vunz. (Feihliqswq vunz dwg daj Gyahfeihdoz vunz fat okdaeuj he.)
GEN.10.15	Gyahnamz seng miz Sihdoenq; Sihdoenq dwg daeglwg daeuz. Doengh daih gajlaeng Gyahnamz caemh dwg Hwz vunz, 
GEN.10.16	Yehbuqswh vunz, Yaqmohliq vunz, Gwzgyahsaj vunz, 
GEN.10.17	Hihveiq vunz, Yaqgih vunz, Sihniz vunz, 
GEN.10.18	Yaqvajdij vunz, Sijmajliq vunz, Hahmaj vunz. Gajlaeng gij vunz Gyahnamz hih gak aen gyahcuz cungj fat hwj cienfanh gvangq he. 
GEN.10.19	Gyoengqde hih dieg dwg dajlwh Sihdoenq daengz fueng Gihlah'wj dih Gyahcaq, caiq dajlwh Gyahcaq daengz Sojdohmaj, Ngozmohlah, Yazmaj, Sijbenj, itcig daengz Lahcah.
GEN.10.20	Gwnz neix cungj dwg Hamz hih doengh daih gajlaeng. Gyoengqde cungj dwg gag miz aen cuz bonjfaenh, gij vah bonjfaenh, caemh gag laeb aen guek bonjfaenh.
GEN.10.21	Cenj dwg daeggo Yajfuz, caemh dwg cojgoeng Hihbwz. 
GEN.10.22	Gij lwg Cenj dwg Hijlanz, Yaqsuz, Yaqfazsaj, Luqdwz caeuq Yaqlanz.
GEN.10.23	Gij lwg Yaqlanz dwg Uhswh, Huqlwz, Gihdez caeuq Majswh.
GEN.10.24	Daeglwg Yaqfazsaj dwg Cahlah; Cahlah seng Hihbwz.
GEN.10.25	Hihbwz seng miz song daeglwg; daegdaeuz gij coh de heuh Fazlwz 
GEN.10.26	Gij lwg Yozdanh dwg Yaqmohdaz, Cahlez, Hahcazmajfeih, Yehlah, 
GEN.10.27	Hahdohlanz, Ucaz, Dwzlah, 
GEN.10.28	Ngozbahluq, Yaqbijmajliq, Siqbah, 
GEN.10.29	Ahfeiz, Hahfeizlah caeuq Yozbah. Gyoengqde cungj dwg doengh daih gajlaeng Yozdanh. 
GEN.10.30	Gyoengqde youq hih deixfueng dwg daj 
GEN.10.31	Doengh daih gajlaeng Cenj cungj dwg gag miz bonjfaenh hih minzcuz, bonjfaenh hih guek, caemh gag miz bonjfaenh hih vah.
GEN.10.32	Gwnz neix cungj dwg sam daeglwg Nozyaq dih gak aen minzcuz. Gyoengqde cungj dwg ciuq gak aen minzcuz ma gag laeb guek. Daj raemx dumh mbwn goq le, lajmbwn sojmiz hih minzcuz cungj dwg dajlaeng gij lwg Nozyaq fat okdaeuj he.
GEN.11.1	Mwhmwnq lajmbwn sojmiz hih vunz cungj dwg gangj cungj vah he. 
GEN.11.2	Mwhde gij vunz cungj dwg youq baixdoeng youq; gajlaeng gyoengqde menhmenh baez mwnq baez mwnq senj, yiengq bae daengz dieg Siqnaz raen miz mwnq bingzyienz he le, gyoengqde couh youq mwnq youq. 
GEN.11.3	Gyoengqde youq mwnq youq le, couh doxcimciek hwj naeuz: “Ox! Daengj raeuz daj cien oenq cien ma hwnq ranz bax.” Gajlaeng gyoengqde couh yungh cien ma dingj guh rin caep ranz, caemh dwg aeu lizcingh ma dingj guh ceijniz caep cien. 
GEN.11.4	Gajlaeng gyoengqde caiq naeuz: “Daeuj! Daengj raeuz hwnq aen singz he bax! Ndaw singz caemh ij miz aen dap sang fwdfwd he hwj ma riengz gij coh gyoengqraeuz. Yienghmwnq gij vunz raeuz caemh mbouj faensanq daengz ciqgyaiq gak dieg bae lo.”
GEN.11.5	Gajlaeng Yehhozvaz yawjraen gyoengq vunz neix cauh singz caeuq hwnq dap le, 
GEN.11.6	de couh naeuz: “Ox! Gyoengqde dwg aen minzcuz he, caemh dwg gangj cungj vah he. Mbat neix gyoengqde cauh singz hwnq dap, cij ngamqngamq dwg gaihcij; baezneix gyoengqde ijsiengj guh hih saeh, mij'z naeuz guh mbouj daengz hih saeh lo. 
GEN.11.7	Daeuj, daengj raeuz roengz bae gaujluenh gij vah gyoengqde bae, hawj gyoengqde miz geij cungj vah hwj, gyoengq dingq mbouj rox gyoengq he bae.”
GEN.11.8	Couh yienghneix, Yehhozvaz sawjhawj gyoengqde faensanq daengz ciqgyaiq gak dieg bae, guh hawj gyoengqde mbouj ndaej mbouj ngaiz dingz hwnq aen singz mwnq bae. 
GEN.11.9	Aenvih Yehhozvaz youq mwnq gaujluenh gij vah gyoengq vunz mwnq, hawj gij vunz faensanq daengz ciqgyaiq gak dieg bae, yiengq couh heuh aen singz mwnq heuh Bahbez. 
GEN.11.10	Laj neix dwg doengh daih gajlaeng Cenj.
GEN.11.10	Raemx dumh mbwn goq song bi le, Cenj ndaej bak bi mwhde, miz Yaqfazsaj. 
GEN.11.11	Cenj miz Yaqfazsaj le, de vanzlij souh ndaej hajbak bi, caemh vanzlij miz lwg.
GEN.11.12	Yaqfazsaj ndaej samcib haj bi mwhde, miz Cahlah; 
GEN.11.13	de miz Cahlah le, vanzlij souh ndaej seiqbak lingz sam bi, caemh vanzlij miz lwg.
GEN.11.14	Cahlah ndaej samcib bi mwhde, miz Hihbwz; 
GEN.11.15	de miz Hihbwz le, vanzlij souh ndaej seiqbak lingz sam bi, caemh vanzlij miz lwg.
GEN.11.16	Hihbwz ndaej samcib seiq bi mwhde, miz Fazlwz; 
GEN.11.17	de miz Fazlwz le, vanzlij souh ndaej seiqbak sam bi, caemh vanzlij miz lwg.
GEN.11.18	Fazlwz ndaej samcib bi mwhde, miz Lahnguz; 
GEN.11.19	de miz Lahnguz le, vanzlij souh ndaej songbak lingz gouj bi, caemh vanzlij miz lwg.
GEN.11.20	Lahnguz ndaej samcib ngeih bi mwhde, miz Sihluz; 
GEN.11.21	de miz Sihluz le, vanzlij souh ndaej songbak lingz caet bi, caemh vanzlij miz lwg.
GEN.11.22	Sihluz ndaej samcib bi mwhde, miz Nazhoq; 
GEN.11.23	de miz Nazhoq le, vanzlij souh ndaej songbak bi, caemh vanzlij miz lwg.
GEN.11.24	Nazhoq ndaej ngeihcib gouj bi mwhde, miz Dahlah; 
GEN.11.25	de miz Dahlah le, vanzlij souh ndaej itbak itcib gouj bi, caemh vanzlij miz lwg.
GEN.11.26	Dahlah daengz caetcib bi hih bi mwnq, gaenq miz sam daeglwg lo, couh dwg Yaqbwzlanz, Nazhoq caeuq Hahlanz.
GEN.11.27	Laj neix dwg Dahlah hih doengh daih gajlaeng de.
GEN.11.27	Dahlah miz Yaqbwzlanz, Nazhoq caeuq Hahlanz. Yiengq Hahlanz caiq miz Lozdwz 
GEN.11.28+GEN.11.29	caeuq song dahlwg, couh dwg Mizgyah caeuq Hiqgyah. 
GEN.11.30	Sajlaiz mij miz lwg, dwg mehmaen he.
GEN.11.31	Dahlah daiq daeglwg de Yaqbwzlanz caeuq daeglan de Lozdwz (Lozdwz couh dwg daeglwg Hahlanz) vanzlij miz mehbawx de Sajlaiz daj dieg Gyahlwzdij dih Uzwj Singz bae dieg Gyahnamz. Hoeng gyoengqde bae daengz Hahlanz Singz le, couh youq mwnq youq lo.
GEN.11.32	Dahlah souh ndaej songbak lingz haj bi; de rai youq Hahlanz.
GEN.12.1	Miz baez he, Yehhozvaz doiq Yaqbwzlanz naeuz: “Mwngz ij lizgaih bonjdeih mwngz, ndaw ranz bohmeh mwngz, caeuq gij caencik beixnuengx mwngz, bae mwnq he; yiengq daengz mwh he, gou swhmboujyienz naeuz mwngz ni mwnqlaw. 
GEN.12.2	Gou gaengjdingq hawj mwngz miz lwg, miz lan, miz laenj, fatdad lailai hwj bienqbaenz aen guek hunghung he. Gou caemh ij soengq fuk hawj mwngz, hawj mwngz miz mingz, gij vunz caemh ndaej dajlaeng mwngz ndaej miz fuk. 
GEN.12.3	Bouxlawz hoh fuk hawj mwngz hih, gou caemh hoh fuk hawj bouxlawz; bouxlawz mang mwngz hih, gou caemh mang bouxlawz. Lajmbwn sojmiz hih minzcuz cungj dwg dajlaeng mwngz ndaej miz fuk.”
GEN.12.4+GEN.12.5	Yiengq Yaqbwzlanz caemh ciuq Yehhozvaz raengq hih yienghmwnq bae guh lo; 
GEN.12.6	vanzlij giqcuz byaij bae, bae daengz Siqgiemq hih mwnq Mozliq miz go faex hung he. Mwhmwnq gij vunz Gyahnamz vanzlij youq mwnq youq. 
GEN.12.7	Youq mwnq Yehhozvaz yienh hawj Yaqbwzlanz raen, doiq de naeuz: “Yaqbwzlanz, gou ij dawz mwnq dieg neix soengq hawj doengh daih gajlaeng mwngz.” Yiengq, Yaqbwzlanz couh youq mwnq Yehhozvaz yienh hawj de raen hih mwnq caeb aen daiz dajbwiz he bwiz de docih de.
GEN.12.8	Gajlaeng Yaqbwzlanz caiq daj mwnq senj bae Bwzdwzliq hih mbiengj baixdoeng dih mwnq canhgih he dap bungz youq. Mwnq canhgih mwnq hih mbiengj baixsae dwg Bwzdwzliq, mbiengj baixdoeng dwg gaenh aen singz heuh Ngaiq he. De caiq youq mwnq caeb aen daiz dajbwiz he hawj Yehhozvaz, gingqbaiq Yehhozvaz. 
GEN.12.9	Gajlaeng Yaqbwzlanz caiq baez mwnq baez mwnq yiengq baixnamz senj bae, bae daengz Gyahnamz hih mbiengj baixnamz mwnq gansauq mwnq.
GEN.12.10	Aenvih dieg Gyahnamz roeb daengz iekvangh gig youqgaenj, yiengq Yaqbwzlanz couh yiengq baixnamz bae, bae daengz dieg Ngaihgiz, youq mwnq camqciz youq. 
GEN.12.11	Mwh gyoengqde ijvanh daengz Ngaihgiz hih mwhde, Yaqbwzlanz doiq mehyah de naeuz: “Gou rox mwngz dwg boux vunzbaz gyaeugyaeu ndeindei he. 
GEN.12.12	Hauhnaeuz gij vunz Ngaihgiz rox naeuz mwngz dwg mehyah gou nex, gyoengqde couh ij ciengj aeu mwngz, couh dawz gou gajrai bae. 
GEN.12.13	Yiengq mwngz couh ij naeuz gyoengqde ni naeuz mwngz dwg dahnuengx gou lah. Gyoengqde couh vih mwngz hwj doiq gou ndei, mbouj gaj gou lo.”
GEN.12.14	Gajlaeng cingqgawq luj de gangj gwhraix; mwh gyoengqde byaij daengz Ngaihgiz hih mwhde, gij vunz Ngaihgiz raen mehyah de gyaeu raixcaix. 
GEN.12.15	Doenghheij daqcwnz goengjvuengz Ngaihgiz caemh raen de gig gyaeu, couh youq dangqnaj goengjvuengz haenh de, naeuz de gyaeu ij rai bae. Gajlaeng de couh ngaiz daiq haeuj ndaw vangzgungh bae laeng goengjvuengz lo. 
GEN.12.16	Yiengq goengjvuengz caemh vih de hwj doiq Yaqbwzlanz gig ndei, soengq hawj Yaqbwzlanz baenxbienh cwzcwz, yiengzyiengz, lozdoz lozdoz, lawzgoeng, lawzmeh
GEN.12.17	Gajlaeng, Yehhozvaz vih goengjvuengz aeu mehyah Yaqbwzlanz, couh fad goengjvuengz, hawj de caeuq ndaw ranz de cungj baenz bingh hung. 
GEN.12.18	 couh baij vunz bae heuh Yaqbwzlanz daeuj, doiq de naeuz: “Mwngz vihmaz ij yienghneix doiq gou? Vihmaz mbouj naeuz gou ni de dwg mehyah mwngz nej? 
GEN.12.19	Vihmaz ij naeuz de dwg dahnuengx mwngz nej? Guh hawj gou aeu de ma guh yah. Nex! Mehyah mwngz youq dineix; mwngz vaiqdi daiq de deuz!” 
GEN.12.20	Gajlaeng goengjvuengz couh hawj gij vunz de gam Yaqbwzlanz caeuq mehyah de caeuq doenghheij hoiq de, boenq gyoengqde deuz, daiqlienz doenghheij doxgaiq de cungj hawj de dawz deuz liux.
GEN.13.1	Yiengq Yaqbwzlanz couh daiq mehyah de caeuq Lozdwz, daiqlienz de sojmiz hih cungj daj Ngaihgiz ok ma, bae Gyahnamz dih baixnamz. 
GEN.13.2	Hoeng mwhneix, Yaqbwzlanz gaenq dwg boux fouqfouq mizmiz he lo, gimgim ngaenzngaenz cukseng cukseng cungj daixbaj. 
