MAT.1.1	Devit ninado Abraham nah sapfii mpou Jisu Kristamah adoidoi tiisii lungkahum Pfiitat mah larek.
MAT.6.20	nlenii kharak ninado dwihetnii tiimagapei kalak sateichii karaga- meinii ki ramsii ragapei kalak sating gamkii gonyii jangpii kani kahii tei poi nkomlo. 
MAT.6.21	Kadapokii gomah kani kahii kalei nitei gomah lung teido leitangle.
MAT.6.22	“Pumpot mah kava teinii mikle, teipiinii go mik hoi tei matou leponii, go pumpot hangtei kavapii tokryii tangle; 
MAT.6.23	nlenii gomik hoi matou suleponii, go pumpot hang tei ka- myiipii tokryii tangle. Teipiinii godato kalei kava teinii myii-leponii kamyii tei kadaziikapii myiitangpo?
MAT.6.24	“Mei hangninanii apum mei hangnaki leipei wolakle, kadapokii ahnii hangniniigo ngourou tangle sateichii hangniniigo lungsyii tangle, sateichii ahnii hangniniigo dzyiirou tangle ninado hangninii go maning majang tangle. Gonyiinii Saraa nei kani kahii nga ngapei wolakle
MAT.6.25	Teijangpiinii Inii gonyii dakii tamleile, gonyiinii ringtang karam jangpii kadapei chiitang, kadapei saktang sateichii gonyii mah pumpot jangpii kadapei kaitangposii lung- naang sulo. Karing ainii kachii kasak sung maitingki makpo? Sateichii pumpot ainii peimani sung kisii maitingki makpo? 
MAT.6.26	Sating gam ruinah hang gotei julo; ahnyiinii lwido ralimakle rachetdo rachet makle sateichii poido poi nkom makle; teitiikido sating gam gonyii Pfiinii ahnyii go pyiichii pyiisakle. Gonyiinii ahnyii sung kisii mai teengki makpo? 
MAT.6.27	Sateichii gonyii tanii lungnaang katupiinii ahmah tiilung tei cheng- nakado tiimathangki wobuipo?
MAT.6.28	“Sateichii peimani jangpii datiisii lungnaang leipo? Lu kito kalei saram hiipa hangteinii kada takumpii lungleipo tiigatpii swi mashaklo; ahnyiinii thado tha makle; lhangdo tiilei makle, 
MAT.6.29	Nlenii Inii gonyii dakii tam leile, katunii sagong Solomon katangpiinado mpoumah kani kahii hangtei piinii ngoukabi hiipa aihang kak kito hangninii takumpii ngoukabi peimani tei kai womakle. 
MAT.6.30	Nlenii tingnei ringsii kalei supouneinii tukok kikii toikaisii rutoi kalei luki hiinhii gotei Saraanii aidzyii kapiinii bisii peimani pyii leponii, oh kamalum kagamei, Mpounii gonyiigo kisii peimani pyiilakpo?
MAT.6.31	“Teijangpii nyiinii kadapei chiitang? kadapei sak tang? mak-kii kadapeiki peimani kaitangpo? sii gonyiinii lungnaang sulo. 
MAT.6.32	Kada- pokii Jehudimei kasu Lui kakimeinii pot aihang ai fiile, sateichii sating gam gonyii Pfiinii aihang ai gonyiinii dousu shyiile katu tile. 
MAT.6.33	Nlenii gonyiinii mpoumah Sating Sazyii ninado Mpoumah kasang kamajyii tei reipii fiilo sateichii mahlyii hang ai gonyii dakii kai mpampyii tangle. 
MAT.6.34	Teijangpii supounei jangpii lungnaang sulo, kadapokii supounei tei ah-jangpiinii lungnang tang karam hangkii leitangle. Tingneikii mah mage teiroinii teipiinii teileimik mah tei bui matulo.
MAT.7.1	“Gonyiigo Samtak tiikasu tiisii meigo samtak tiisulo. 
MAT.7.2	Kada- pokii gonyiinii meigo samtak katii takumpiinii Saraanii gonyiigo samtak tiitangle sateichii gonyiinii meigo kapyii zhiikii nangnii doutangle. 
MAT.7.3	Gomik ki tinglong kadi kalei tei tisupiinii, gosanapii mik ki kara kalei tei dajangpii juleipo? 
MAT.7.4	Gomik ki tinglong kadi leibangpiinii, gosa- namei dakii ‘gomik ki kara kalei tei Inii poitoi seile, sii kada takumpii nangnii tam wotangpo? 
MAT.7.5	Kabijai katiimei, nangnii gomik kito kalei tinglong kadi tei reipii poitoilo, teito nangnii gosanamei mik kito kalei kara tei poitoi sei tang karam jangpii matei sagaisii ngou tangle.
MAT.7.6	“Kamatei pot tei Achyiigo pyiisulo sateichii mai kating sana kangtei bak doikii toikai pyiisulo, ahnyiinii pipii kapiidiit tangle satei- chii nryiigong n-go deng aitangle.
MAT.7.7	“Khanglo, gonyii dakii pyii tangle; fiilo gonyiinii doutangle; sa- teichii takam kakhiilo, gonyiigo laat- pyii tangle. 
MAT.7.8	Kadapokii kakhangmei hang dakii pyiile, kafiimei hangnii doule sateichii kakhiisii kalei mei hang dakii laatpyii tangle. 
MAT.7.9	Gonyii kak kito tapiinii, Mpou nah sapfii mpounii tiirok kakhang kak mpou dakii kuitu pyii leipo? 
MAT.7.10	Mak-kii Mpounii kaa khang dinchii mpou dakii sanhii pyii leipo? 
MAT.7.11	Teipiinii gonyiinii shyiisii lei kido gonyii nahmei dakii luha kabi pyiiti lepo- dinchiinii, sating gamto kalei gonyii Pfii teinii Mpou dato khangsii kalei ahnyii hang dateikii kadaziikapii kisii kabi pot hangtei pyiitangpo?
MAT.7.12	“Teijangpii mei kakimeinii gonyii dakii tiisei matu kanyii hang- tei gonyiinado ahnyii dakii tiipyiilo; kadapokii Moses mah ajaitingshang ninado Lungkakalingmei mah ralikapyii akaang tei aile.
MAT.7.13	“Pwidi kamarum kiteito liitlo, kadapokii Mibamki pangliit tang karam takam teinii majale sateichii pwidi teinii malahle; sateichii teikito kaliitmei teinii hangkiile. 
MAT.7.14	Kada- pokii karing bamki pangliit tang karam takam teinii marumle, sateichii pwidi teinii hungle sateichii teitei kadoumei moimakle.
MAT.7.15	“Jao natkai kakai, nlenii lung- tonii sanyii lung pungsii gonyiida kagong Lungkakalingmei dateito sakai wolo. 
MAT.7.16	Gonyiinii ahnyiimah riiti kiteito ahnyiigo titangle; tubang gamto darkhati sateichii tiiratbang gamto kadiit ti rikai leipo? 
MAT.7.17	Teipiinii ruibang kabi hangteinii riiti kabi mati leile, nlenii rwibang kashyii hangteinii riiti kashyii mati leile. 
MAT.7.18	Rwibang kabinii riiti kashyii sateichii ruibang kashyiinii riiti kabi matipei wolakle. 
MAT.7.19	Riiti kabi mati kasu ruibang hang gotei bitoi aisii mi kikii toikai aitangle. 
MAT.7.20	Teipiinii ahnyii mah riiti kiteito gonyiinii ahnyiigo titangle.
MAT.7.21	“N-gu Bangpii, Bangpii sii kalat mei hangteinii sating gam sazyiiki liit lakle, nlenii sating gamto kalei gu pfiinii kamaning kamazhii tiisii kalei mei teinii liit tangle. 
MAT.7.22	Teipiinei leimik mei hangkanii gudakii tam tangle, Bangpii, Bangpii, nyiinii gozei kito Saraa sam saa mpat makde, go zei kito sara kashyii go baatoi makde, sateichii go zei kito mei tiikalak sung kaga tha hangkii tiimakde? 
MAT.7.23	Sateichii teitinglang kak Inii ahnyii dakii madupii tam tangle, Inii gonyiigo tisang timakle, he kashyii kahong tha katiimei, gudato tat tulo.
MAT.7.24	“Teipiinii gumah samkang hang ai shii wosii katam swikalu meihang teinii kasakaimei hangninanii kuitu kadi gamkii mpou-ki tiimakhii kalu takumle. 
MAT.7.25	Sating ryii takle sateichii dwidigong takle, tingkai gwigong takle sateichii ki gotei rot takle, nlenii kuitu kadi phyiiryiikii kitei tiikabam jangpiinii kousutakle.
MAT.7.26	“Sateichii Gu mah samkang hang ai shii wosii katam swikasu meihang teinii swi kagamei hangni- nanii kangneng phyiiryiikii mpou-ki tiimakhii kalu takumle. 
MAT.7.27	Sateichii sating ryiigong takle, dwidigong takle, tingkai gwigong takle sateichii ki gotei rot takle; sateichii teitei koutakle ninado teimah kakou tei akou kashyii koutakle!”
MAT.7.28	Jisunii ai tamsang ai sek-kii, mpounii ralikapyii kiteito shii wosii meimoi teinii sung gatkle; 
MAT.7.29	Kadapokii Mpounii ajaitingshang kati ojamei takum supiinii teimaham kajum mei takumpiinii ralipyiile.
MAT.8.1	Mpounii zang gam teito tat hum sek-kii, meimoinii mpou-tai swi wotakle; 
MAT.8.2	sateichii Julo, Mpara katiimei hangninanii Mpouda gong kok-kumsii tamle, “Bangpii nangnii mazhiisei leponii n-gu tiimatei wobuile.”
MAT.8.3	Teito mpounii bah ntaapat mpougo dengsii tamle, “Inii mazhii takle, matei wolo.” Sateichii teisek-kii mpounii Mpara tiisii kalei tei matei wotakle. 
MAT.8.4	Teito Jisunii mpou dakii tamle, “Nang meidakado tam mpat sulo; nlenii tat tulo Atingmei dakii maasii gopum tei mangou ailo, sateichii ahnyii dakii sakchyii pyiitang karam jangpii, Moses mah ajaitingshang taiswisii karat tang karam pot tei pyiitoi ailo.”
MAT.8.5	Sateichii Mpounii Kaiparnam ki liit kalutai, saryiimei mei-hai phyii- ryii kasatmei hangninanii Mpouda gong matasii tamle, 
MAT.8.6	“Bangpii, guki kaleipii tei pum-pei taisii zyii gamto zyiisii hangkapii kamagesii bam takle.”
MAT.8.7	Jisunii mpou dakii tamle, “Inii gong mpougo tii mbipyii tangle.” 
MAT.8.8	Nlenii saryiimei mei hai phyiiryii kasatpii teinii Mpougo khekalatle, “Bangpii, Inii n-go guki kalung gong- matu kajyii makle; nlenii samkang tei roinii tamsei leponii, guki kaleipii tei biwo buile. 
MAT.8.9	Kadapokii I-do teimaham kajum mei kangto kalei mei hangniniile sateichii gu kangto saryiimei leile, sateichii Inii mei hangninii dakii, ‘tat tulo’ sek-kii mpounii tatle; kakimei hangninii dakii ‘patlo’, sek-kii, patle; sateichii guki kaleimei dakii, ‘ai tiilo,’ sek-kii tiile.”
MAT.8.10	Jisunii teitei shii wosek-kii mpounii sung gasii, Mpou tai swikalei mei hangdakii tamle, “Inii gonyii dakii kasangpii tam leile, Isrelmei kak kitodo ai takumpiinii kamalum mei hangninii kado Inii ngoumakle. 
MAT.8.11	Inii gonyii dakii tamleile, leimik kapat lamto sateichii leimik kaliit lamto mei hangkii gongsii Abraham, Isak ninado Jakob go kaswisii takbai kitei bam tangle sating gam sazyii kito; 
MAT.8.12	Nlenii Sagong sazyiiki gongliit kajyiimeigo saba mah kamyii kiteikii toikai aitangle, teibam kiteito hatsii, ghii kagetsii bam tangle.” 
MAT.8.13	Sateichii saryiimei mei hai phyiiryii kasatpii dakii Jisunii tamle, “Tat tulo, nangnii kamalum taiswisii gojangpiinii tiipyii tangle.” Teisek-kii mpouki kaleipii tei biwo takle.
MAT.8.14	Jisunii Pitar ki kagong kak, mpou-hnei riirhiisii zyiikalei tei ngou wosii, 
MAT.8.15	Mpounii mpoupei bah tei deng sek-kii, kariirhii tei gatakle; sateichii mpoupeinii gungtu wosii Mpougo nga ngatu takle.
MAT.8.16	Sateichii tingkhiilam liit sek-kii, sara kashyii kaswi kaleimei hang- kago ahnyiinii mpouda pang gong takle sateichii samkang hangninii piinii sara kashyii hang gotei baatoi pyiisii rakanimei hang gotei tii mbipyii takle. 
MAT.8.17	Lungkakalingpii Isaiyago tam matu katu, “Mpounii nyii mah katchii kanhii poitoi pyiile ninado nyiimah rakashyii hang kito mpatpyiile” katu ai gong matwi matu tang karam jangpiile.
MAT.8.18	Aitoinii Jisunii mpougo magui kalei meimoi tei ngou wosii, mpounii mpou-bou meigo dwijai lugang kaa majupat matutang karam jangpii mwija pyiitakle. 
MAT.8.19	Sateichii Ajaiting- shang kati ojamei hangninanii mpouda gongsii tamle, “Madhii kapyiipii, Nangnii katat lyii hangki Inii gotai switangle.”
MAT.8.20	Jisunii mpou dakii tamle, “Sa- ramii kounah mah ki kachet bamle, sateichii sating gam ruinah hang mah mathiit leile; nlenii meinah sapfii mpou mah phyii nkum tang karamni gale.”
MAT.8.21	Sateichii boumei kak kiteito kaki hangninanii mpou dakii tamle, “Bangpii, n-gu maasii gu pfiigo tiigoi rei maleilo.”
MAT.8.22	Nlenii Jisunii mpou dakii tamle, “Gutai swi wolo, sateichii kataimei teinii ahnyiimah katai gotei tiigoi matulo.”
MAT.8.23	Jisunii malyii lung liit-to takle, sateichii mpou boumeinii mpougo kaswisii tat tutakle. 
MAT.8.24	Sateichii julo, dwijai kitei tingkai tingrot gongsii, malyii tei tingkaigo kaswisii n-now kapi dwi teipiinii gomnei wotakle; nlenii Jisunii zyiisii bamle. 
MAT.8.25	Teito ahnyiinii patsii mpougo makeng matusii tamle, “Bangpii, nyiinii gane leitakle.”
MAT.8.26	Teito mpounii ahnyii dakii tamle, “He kamalum kagamei, gonyii dajangpii hing leipo?” Teito Mpounii gungtu tingkai ninado dwijai gotei ntak tulo sii kakhat takle; teito manoi majung takle.
MAT.8.27	Sateichii meihang teinii sung gasii tamle, “Tingkai ninado dwijai katangpiinado mpougo katam swikalei ai kada kakum meipo?”
MAT.8.28	Sateichii mpounii Gadara sa- zyiiki dwijai lugang tei gong sek-kii, roubam kito kapat sara kashyiinii chyiitat kalei mei hangnanii mpougo kadou wotakle. Ai mei hangna aigo hangkapiinii ngoukahing jangpii teiki pwidi tei mei kaniido tat hing takle. 
MAT.8.29	Sateichii julo, ahnyiinii saa mpatle, “He Saraa nah Sapfii mpou, nangnii nyiigo kaswisii kadapei tiitang karam leipo? Tinglang tei gong kasunakii nangnii nyiigo tiimagapyii lesii aiki gonglei takpo?”
MAT.8.30	Ahnyii dato chengniikii dhii- haisii Bak koi hangninii thok-chiisii leile, 
MAT.8.31	sateichii sara kashyii hang- teinii mpou dato khangle, “Nangnii nyiigo baa mpat leponii, bak koi dateikii nyiigo lang maliit seilo.”
MAT.8.32	Sateichii mpounii ahnyii dakii tamle, “Tat tulo,” teipiinii ahnyiinii pat tosii bak koi datei liit to-takle. Sateichii julo, bak hangtei pangchot kiteito dwijai kitei kachot liitsii dwi kito tai takle.
MAT.8.33	Sateichii bak kakoimei teinii pakmaa namdi kitei liitsii, pat kalei hang ninado sara kashyiinii chyii- tatsii kalei mei mah kaang kito tam mangou takle. 
MAT.8.34	Teito julo, namdi kito kalei mei hangteinii Jisugo ka- doutang karam jangpii tatpat takle; sateichii ahnyiinii mpougo ngou wosek-kii, ahnyiinii mpougo ahnyii mah sazyii kiteito tat tuseilosii khang takle.
MAT.9.1	Sateichii Mpounii malyii hang- niniiki liit totakle, sateichii dwijai tei kaa maju wosii mpoumah namdiki nlaitu takle. 
MAT.9.2	Sateichii julo, pumpei taisii kalei mei hangniniigo ahnyiinii zyiigamkii kai wosii mpouda poigong takle; sateichii Jisunii ahnyiimah kamalum tei ngou wosii, pumpei taisii kaleipii dateikii tamle, “Gunah Sapfii mpou nta tulo; gokem hangtei kaleipyii takle.”
MAT.9.3	Sateichii julo, Ajaitingshang kati ojamei kangkanii, “Ai sapfii mpou ai Saraago tam mashyii leile” sii ahnyii karapii tamle.
MAT.9.4	Sateichii Jisunii ahnyii lungtei tiwosii tamle, “Gonyiinii gonyii lung kito dajangpii kashyii lung pung leipo? 
MAT.9.5	Kadapokii ‘go kem hangtei kaleipyii takle’ katunei, ‘gungtusii tat tulo,’ katu ai kadapiinii mala buipo?” 
MAT.9.6	Nlenii meinah sapfii mpou teinii sazyii pouryiito kem tiimaga kabui teimaham leile katu tei gonyiinii titang karam jangpii (teitinglang ki pum pei taisii kaleipii dateikii tamle,) “Gungtu wolo, gomah zyii poimakhiisii goki tat tulo.”
MAT.9.7	Sateichii mpounii gungtusii kilam tat tutakle. 
MAT.9.8	Meimoi teinii mpougo ngou wosii hing takle, sateichii meinah dakii tei kakum teimaham pyiisii kalei Saraago ahnyiinii tam matoile.
MAT.9.9	Sateichii Jisunii teibam kiteito aitiisii tatjou pikii, Metiu sii kalat sapfiimei hangninii ha kahamei Srat ki bam kalei tei ngou wosii, Jisunii mpou dakii tamle, “Gutai swi wolo” teito mpounii gungtu sat-tosii mpou tai swi wotakle.
MAT.9.10	Sateichii aitiisii pat takle, mpounii kilungto mah chii tang karam jangpii bam leibangpii, julo, aha-kahamei ninado kem katiimei hangkii gongsii Jisu ninado mpou boumeigo kaswisii bam takle. 
MAT.9.11	Sateichii Farasismei teinii ai ngou wosii, mpou boumei dakii tamle, “Gonyiimah Madhiikapyiipii ainii aha kahamei ninado kem katiimei hang go dajangpii kaswisii chii njoi leipo?”
MAT.9.12	Nlenii mpouniiteitei shii wosii tamle, “Ra kagameinii peimhii meigo fiilei makle, nlenii rakani meinii peimhiimeigo fiileile. 
MAT.9.13	‘Inii lungset kati go mareile, sateichii kakarat go marei makle’ katu ai kadapei gopo katu gonyiinii maa-rali wolo, kadapokii Inii kasang kamajyiimeigo lat tang karam jangpii gongmakle, nlenii kem katiimei jangpiile.”
MAT.9.14	Teito Jon mah boumei teinii mpouda gongsii tamle, “Nyiinii satei- chii Farasismei hangnii malot ryiisii kalei, sateichii go boumeinanii malot ryii kasu ai kadajangpiipo?”
MAT.9.15	Jisunii ahnyiigo khekalatle, “Nou tiitang karampii teinii myii kapangki gonghaisii kalei meigo kaswisii bam kaleitatei ahnyiinii swi mage wobuipo?” Ahnyii kak kito nou tiitang karampii gotei poitoi tang karam tinglang leimik tei gong tangle, satei- chii teito ahnyiinii malotryii tangle.
MAT.9.16	“Meikaniido pei kaham kikii pei kasatai makotkai leimakle, kadapo- kii makot kakai peira teinii pei gotei chyii wosii kisiipou hakbui tule. 
MAT.9.17	Sateichii jou kasatai tei tiigyii bung kaham kikii kai makle; kaileponii tiigyii bung tei pak tangle, sateichii joutei long gale sateichi tiigyii bung hang teido tiimaga ai leile; nlenii gonyiinii jou kasatai tei tiigyii bung kasatai kikii kai leile sateichii hangna gotei tiigatpii bisii kaibam leile.”
MAT.9.18	Jisunii aihang ai ahnyii dakii tam leibangpii, Julo, Jehudimei ki apum katiimei hangninanii mpouda gong mpou doito kok-kumsii tamle, “Gunah sapwi mpei aitoi sek-kii taitakle; nlenii gong mpoupei phyii- ryiikii gobah poikai seilo, sateichii mpoupeinii ring wotangle.”
MAT.9.19	Jisunii tusat tosii mpou bou- meigo kaswisii mpou-tai swi wotakle.
MAT.9.20	Sateichii julo, tingkum kearii- siinakhii zai humsii kalei sapwimei hangninanii mpou-taito tatpi, mpou mah peikaa tei dengtakle. 
MAT.9.21	Kada- pokii ‘Inii mpou pei-kaa deng wolepo- nii, Inii biwobuile’ sii mpoupeinii maningle.
MAT.9.22	Teito Jisunii nryiigong mpou- peigo ngou wosii tamle, “Gunah sapwi mpei nta tulo, gomah kamalum teipiinii n-go tii mbipyii takle.” Sateichii teisek-kii sapwi mpei tei biwo takle.
MAT.9.23	Sateichii Jisunii Jehudimei ki apum katiipii ki kalung tei tat kaliit tinglang kak, katai mah lhii katiimei ninado koi nrung kamoi hangtei ngou wosii tamle, 
MAT.9.24	“Meihangnii tatmarai seilo; kadapokii nah sapwi mpei ai taimakle, nlenii ziitziile,” sateichii ahnyiinii mpougo hoksii nuile. 
MAT.9.25	Sateichii meihangnii tatmarai kalei tai, mpounii kilung tei tatliitsii mpou pei bah tei jum wotakle, sateichii nah sapwi mpei tei ringkhii takle. 
MAT.9.26	Sateichii teimah tingha tei bamlyii hangki shiigong takle.
MAT.9.27	Sateichii teikito Jisunii aitiisii tat kagong kak, mik kachetmei hangnanii, “He Devit nah Sapfii mpou, nyiigo lungsyii pyiilo” sii saa sii saa sii mpou tai swi wotakle.
MAT.9.28	Sateichii mpounii ki kalung tei liit sek-kii, mik kachetmei teinii mpouda pat takle, sateichii Jisunii ah nei dakii tamle, “Inii ai ai tiiwo buile katu gonei malum makpo?” Mpoupiinanii mpou dakii tamle, “Nle, Bangpii.”
MAT.9.29	Teitinglangki mpounii ah nei hangna mah mik tei dengpyiisanii tamle, “Gonei mah kamalum taiswisii bimatulo.” 
MAT.9.30	Sateichii mpoupiina mah mik tei rak wotakle, “Sateichii julo mei dakiido ai tam mati sulo” sii Jisunii mpoupiina dakii teisii ka- khatpyii takle.
MAT.9.31	Nlenii mpoupiinanii maasii mpou mah tingha tei teiki bam hang kikii tamtat tutakle.
MAT.9.32	Sateichii mpoupiinanii aitiisii tat tu katu kak, julo, sara kashyiinii kaswi kalei lat kagamei hangniniigo mpoudakii pang gong takle. 
MAT.9.33	Sateichii sara kashyii tei baatoi ai sek-kii, lat kagapii teinii lat pat takle; teito meihang teinii sung gasii tamle, “Isrelmei kak kito aikakum ai mahdou kado ngou makle.”
MAT.9.34	Nlenii Farasismei teinii “Sara kashyii sagong mah teimaham kito mpounii sara kashyiigo baatoile” sii tam takle.
MAT.9.35	Sateichii Jisunii Ndwibam hang kiteito ralipyiisii, Sagong sazyii mah kabi rasam tam ralipyiisii, sateichii ara katchii hang tei tii- mbipyiisii nam ninado namdi hangki tat gong takle. 
MAT.9.36	Mpounii meimoi gotei ngou wosek-kii, mpounii ahnyii gotei lungsyii takle, kadapokii ahnyii tei koikapyii kaga Jaonah mei takumpii, lungnaangsii ninado shangtaisii bam takle. 
MAT.9.37	Teipiinii mpounii mpou boumei dakii tamle, “Rachet tang karam hangkii leile, nlenii rachetpyii tang karam mei moimakle.” 
MAT.9.38	Teijangpii mpou mah rachet tang karam lu kiteikii tha katiimei lang magong matutang karam jangpii karachet mah Bangpii dakii riita khanglo.
MAT.10.1	Sateichii mpounii mpou boumei keariisiinakhii gotei mpouda lat magongsii, “Matei kasu rangii go baatoi matutang karam sateichii ra kashyii hang go tii mbipyii matutang karam jangpii mpounii ahnyii dakii teimaham pyiitakle.” 
MAT.10.2	Tiilamlwi kapyii mei keariisiinakhii zei tei aile: Karei reisang kito Pitar sii kalat Simon, sateichii mpoutai karhiipii Andru, Zebedi nah sapfii mpou Jems ninado mpou taikarhiipii Jon, 
MAT.10.3	Filip ninado Bartholomio; Thomas ninado aha kahapii Metiu; Alfaiyas nah sapfii mpou Jems ninado Tadios; 
MAT.10.4	Kainan mpfii Simon sateichii ngoukarou mei bah kikii mpougo pyii katoipii Judas Iskariot.
MAT.10.5	Keariisiinakhii aigo Jisunii aitiisii tam kakhatsii lang mpat takle: “Jehudimei kasu Lui kakimei mah sazyiiki mak-kii, Samariyamei mah namdi kitei liit sulo, 
MAT.10.6	nlenii Isrelmei mah maga kalei Jaonah mei datei tat tulo. 
MAT.10.7	Sateichii gonyiinii katat kak ‘Sating gam sazyii tei natakle’ sii tam ralipyiilo, 
MAT.10.8	sateichii katchii kanhiimeigo tii-mbipyiilo, kataimeigo tiimaringpyiilo, mpara tchiisii kalei meigo tiimatei pyiilo, sara kashyii hang go baatoi pyiilo. Gonyiinii matapii doutakle matapii pyiilo. 
MAT.10.9	Sona kado, sanah raguiba kado, sanah-gyii kado gonyii mah haikak kikii pung sulo; 
